"","Status","AGE","GENDER","CENTER_C","DOSAGE_DPPIV_C","Status","AGE","GENDER","CENTER_C","DOSAGE_DPPIV_C","Status","AGE","GENDER","CENTER_C","DOSAGE_DPPIV_C","Status","AGE","GENDER","CENTER_C","DOSAGE_DPPIV_C"
"X3.methylhistidine","0.00719106786341064","0.186303139073559","0.718243169339927","2.82581135344388e-09","0.404491436529835","0.0112943045030651","0.250310257151306","0.784253308202334","1.07721818982073e-08","0.536030155635729","0.116894075809745","0.048245791510451","Inf","Inf","0.0304428298223633","OK_sd","NS","NS","OK_sd","NS"
"X5.hydroxylysine","1.90073663053814e-16","6.96266431787795e-05","0.313387583080951","0.0503151143184651","0.00141508369455049","1.18861733070979e-15","0.00021473489725819","0.423705123107477","0.063573193789718","0.00568126796894974","0.357824707858989","0.144524869671315","Inf","Inf","0.116183012437","OK_sd","OK_sd","NS","C: DOSAGE_DPPIV_C","C: Status"
"X4.guanidinobutanoate","0.00803041684166334","0.00342385058719148","1.15870539927741e-12","0.205052533879043","0.0334601655434593","0.0125112234835099","0.00745772912812012","1.48336153473532e-11","0.229773978921438","0.0793801479763535","0.11528174372961","0.106605244856294","Inf","Inf","0.0775583114971001","C: GENDER","OK_sd","OK_sd","NS","C: Status, AGE, GENDER"
"glucuronate","1.47646232871428e-09","1.05900526704965e-14","3.51629245513202e-05","0.00748522442889064","6.92385880693422e-07","5.12419278789072e-09","2.28106372601011e-13","0.000152447567463711","0.0113616098023182","7.11793666743162e-06","0.2629683485651","0.276885534058082","Inf","Inf","0.179821491130836","OK_sd","OK_sd","OK_sd","C: DOSAGE_DPPIV_C","OK_sd"
"glycerol.3.phosphate","1.34199105703677e-12","0.759436682313746","0.407533758772213","0.000658318758858384","0.0433663063418649","6.30132133009997e-12","0.815536069786285","0.515399171159266","0.00118795020714206","0.0965970603849253","-0.308324606146451","-0.0111849735920888","Inf","Inf","-0.0736902322810141","OK_sd","NS","NS","C: Status","C: Status"
"imidazole.lactate","1.32912815947929e-15","0.0482099355163952","1.02462312291799e-08","4.81579138682631e-19","0.322824264549337","7.70780731800595e-15","0.0789154191746059","7.99088263103282e-08","5.99543936873698e-18","0.456699084367289","-0.347547974413646","0.0720657503875554","Inf","Inf","-0.0361014142251152","OK_sd","C: GENDER, CENTER_C","OK_sd","OK_sd","NS"
"kynurenine","1.18550629968563e-06","1.83101114691715e-07","5.8667291795884e-07","0.0181840328555365","0.176366959476763","2.97913342346926e-06","1.00594418071521e-06","3.78625397575033e-06","0.0254914592819867","0.290448985448989","0.211268242332005","0.188798877720148","Inf","Inf","0.0493553727967113","OK_sd","OK_sd","OK_sd","C: Status","NS"
"glycerophosphorylcholine..GPC.","4.03861000315511e-55","0.482923476764828","0.351509385886529","6.85773408996201e-09","1.40492954448001e-10","3.65359584952099e-53","0.564937205146441","0.464457874048705","2.494891463828e-08","4.76622347964845e-09","-0.680034958975943","-0.0256234459923972","Inf","Inf","-0.231153028544331","OK_sd","NS","NS","OK_sd","C: Status"
"N.acetylglutamate","2.43850640944328e-06","2.14869131426072e-13","0.595345992324815","0.570458039736013","0.00476240810343721","5.9515345280837e-06","3.53408702843791e-12","0.684647891173538","0.597769544341135","0.0158785940942612","0.204969599252601","0.263333516987724","Inf","Inf","0.102830627620278","OK_sd","OK_sd","NS","NS","C: Status"
"tartarate","2.37878565386665e-05","0.000604987495321568","0.30710414775563","0.0106365761699099","0.884442154814679","5.27378801831958e-05","0.00153739331676286","0.416762450258158","0.0155202514651266","0.916873952699404","-0.183775720087096","0.124774740828361","Inf","Inf","-0.00530881128323085","OK_sd","OK_sd","NS","OK_sd","NS"
"xanthosine","9.48129361730789e-10","6.06464057543076e-05","0.111558266363568","3.52758367330595e-05","0.000123339750930202","3.39475341390153e-09","0.000190062754292368","0.178309266731874","7.6225016634971e-05","0.000683375048464346","0.263616295101976","0.145701219502512","Inf","Inf","0.13955467093226","OK_sd","OK_sd","NS","OK_sd","C: Status"
"ribitol","4.77556965768866e-32","0.0031533082051133","0.0242733648688261","1.80926329066258e-15","7.39010482405459e-06","9.96992003920541e-31","0.00694649226353692","0.0492361078131495","1.48798199116916e-14","5.8304489803733e-05","0.512412696738418","0.107528929747073","Inf","Inf","0.162627786838329","OK_sd","C: Status","C: Status, AGE, DOSAGE_DPPIV_C","OK_sd","C: Status"
"X2.isopropylmalate","1.89421413703679e-08","0.00873478118692763","1.17627170417116e-05","7.59610533860423e-05","0.00136486868044942","5.89552427513516e-08","0.0171040376200011","5.80436619112823e-05","0.000158583306838245","0.00549592522068207","0.244434063905611","0.0955641596570198","Inf","Inf","0.116559841535667","OK_sd","C: Status, GENDER","OK_sd","C: Status","C: Status"
"glycodeoxycholate","1.62855589301733e-10","0.00109417571517858","0.00830913800011523","0.00980009103787348","3.39874302490719e-09","6.19033710595103e-10","0.00266570277468104","0.0199213785621137","0.0145182571379851","6.78249159529273e-08","0.269221786072163","0.118842182702974","Inf","Inf","0.213421623216573","OK_sd","C: Status","C: Status","C: DOSAGE_DPPIV_C","OK_sd"
"theophylline","0.105614569781156","5.75322497767497e-05","0.802475671142895","4.55375705883797e-14","0.8249613343324","0.135590322793783","0.000181561076621045","0.855706984749893","3.18528264373357e-13","0.874143410798078","-0.0703775418716614","0.14614793145451","Inf","Inf","-0.00807848771882283","NS","OK_sd","NS","OK_sd","NS"
"quinate","0.0538585233116717","2.30935907042445e-10","0.633217530640768","2.78591231583443e-08","0.577990582442226","0.0726501154412907","2.11743260713917e-09","0.715467268176121","9.52262723573632e-08","0.704069318109605","-0.083848802429046","0.228482937722501","Inf","Inf","0.0203186908301489","C: CENTER_C","OK_sd","NS","OK_sd","NS"
"theobromine","0.000248664421667613","0.0947844528150533","0.0744793812282506","0.00518744994976428","0.0169759195257441","0.000485521755687699","0.142597009390274","0.126652281111198","0.00810987279012687","0.0443859784131692","-0.159327039713095","-0.0609682519376586","Inf","Inf","-0.0870328242914781","OK_sd","NS","NS","OK_sd","C: Status"
"gentisate","1.09255681432902e-07","0.000529084882657424","0.780367338076755","0.0223973580392664","0.758045394432205","3.15446722775421e-07","0.00136755844907833","0.83514075533924","0.0306383214307304","0.836550576128537","-0.230616227293618","0.126081869160395","Inf","Inf","-0.011251736306528","OK_sd","OK_sd","NS","OK_sd","NS"
"paraxanthine","0.116568306630521","0.000441466750440141","0.298609257878064","1.89993809220128e-12","0.645016537397128","0.149229426507185","0.00115650652576693","0.40684012343427","1.09246440301574e-11","0.749389932575259","-0.0682453457096144","0.127827823377857","Inf","Inf","-0.0168266659539898","NS","OK_sd","NS","OK_sd","NS"
"indolelactate","0.000203830432338554","0.00769170245009778","3.77806980313039e-20","0.00550079989017695","0.782213205720722","0.000403203931025391","0.0153720769142602","9.67328438273197e-19","0.00853095480110871","0.846461977801451","0.161527044233652","0.0971256049981194","Inf","Inf","0.0100971235418447","OK_sd","C: GENDER","OK_sd","C: Status","NS"
"X3.indoxyl.sulfate","1.93609346161224e-06","2.012882704716e-05","0.000859125080175782","0.111323077188274","4.44574648050486e-05","4.76820113867116e-06","6.88030687732899e-05","0.00263167659999669","0.132050188587839","0.00029347213981092","0.207003850007911","0.15479178051664","Inf","Inf","0.148314312419519","OK_sd","OK_sd","OK_sd","NS","OK_sd"
"glycylvaline","0.127172920896047","0.113868324158957","0.322688885796336","2.56609419500459e-07","0.687587665780808","0.161133196690883","0.167228696843836","0.433553285173889","7.70395978456025e-07","0.781454323672158","-0.0663391774092686","-0.0577026321437211","Inf","Inf","-0.0146878487354427","NS","NS","NS","OK_nc","NS"
"gamma.glutamylphenylalanine","9.33109520517581e-16","5.63452528308096e-11","4.35431073593222e-15","0.0222640744813145","0.000216648262368616","5.48151350364657e-15","6.02051244814241e-10","7.11903574537352e-14","0.0304867296378847","0.00110523192494065","0.349439074189879","0.235977599311353","Inf","Inf","0.134490690598538","OK_sd","OK_sd","OK_sd","C: Status","C: Status"
"X4.methyl.2.oxopentanoate","3.89963346082047e-15","0.24238767748549","2.70096063186667e-19","9.06044952919925e-14","0.00054433729343912","2.21414334993028e-14","0.316269306103664","6.4301817148124e-18","5.99757561518214e-13","0.00247848402797249","0.341731524105871","-0.0426820615835218","Inf","Inf","0.125805791355206","OK_sd","NS","OK_sd","OK_sd","C: Status"
"X1.5.anhydroglucitol..1.5.AG.","2.95480310844217e-24","0.422604070151013","0.615574289519987","1.4831520492927e-07","0.000138064408610754","3.39802357470849e-23","0.508398690775642","0.700196404759952","4.54319939252867e-07","0.000755457268083842","-0.441884469625623","-0.0292851527791561","Inf","Inf","-0.138554678751769","OK_sd","NS","NS","C: Status","C: Status"
"X2.arachidonoylglycerol..20.4.","0.0206262561601887","0.199600773763576","0.316136304753577","0.00285620167938811","0.217540458456583","0.0298399036347293","0.266592765745248","0.426014861519965","0.00464732095794924","0.340032223581124","-0.100650206815493","0.0468271205171719","Inf","Inf","0.0450184242393226","OK_sd","NS","NS","OK_sd","NS"
"X1.stearoyl.2.arachidonoyl.GPI..18.0.20.4.","0.219047613838099","0.0455285880057004","0.00146902338791619","4.27560086733203e-05","0.842012311400094","0.263751208498935","0.0755284766793832","0.00426866110792777","9.16586157499142e-05","0.884373611896229","0.0534555892923068","0.072947108374611","Inf","Inf","0.00728047309056126","NS","OK_sd","OK_sd","OK_sd","NS"
"sphingosine.1.phosphate","0.0121288642401763","0.00856914038332279","0.114491344723857","1.97250702480522e-21","0.170977756765516","0.018387282058628","0.0168644090772302","0.182352998580134","2.87816347597923e-20","0.283523533297437","0.109088580319001","-0.0958005969989138","Inf","Inf","0.0499767402127938","OK_sd","C: CENTER_C","NS","OK_sd","NS"
"X1.stearoyl.2.oleoyl.GPS..18.0.18.1.","0.79270721725532","0.198353636736934","0.00408485629557808","5.56112319191182e-10","0.63246038808729","0.822805454880708","0.265449590781084","0.0105785305211822","2.3291494356248e-09","0.742264728129371","0.0113013930850543","-0.0469571781654785","Inf","Inf","-0.0174683202896263","NS","NS","OK_sd","OK_sd","NS"
"X1.stearoyl.GPI..18.0.","5.568092647553e-11","0.745253763148963","3.90141017447325e-05","0.317331682835315","0.00033566845728251","2.23547388246433e-10","0.804505645725508","0.000167538405277222","0.344908156316569","0.00161793867611113","-0.285058804915353","0.0118673523811982","Inf","Inf","-0.130429338334998","OK_sd","NS","OK_sd","NS","C: Status"
"X1.2.dipalmitoyl.GPC..16.0.16.0.","1.41277015131762e-09","0.0453022771063352","0.233758438019889","0.061612229680117","0.00337722017134877","4.91571562907184e-09","0.0754296810224502","0.332373540036215","0.0765426291323116","0.0121240417262441","-0.263277253309425","0.0730234764960908","Inf","Inf","-0.106759605118981","OK_sd","AD","NS","C: Status","C: Status"
"docosahexaenoate..DHA..22.6n3.","0.00759644890172665","2.82924024898397e-07","0.00164360195282191","8.14928350589102e-08","0.285673002898578","0.0118897129869009","1.47664577610433e-06","0.0047153654333601","2.6020182864692e-07","0.416273899814319","-0.116095444031734","0.185909882490422","Inf","Inf","-0.0389836766263284","C: CENTER_C","OK_sd","OK_sd","OK_sd","NS"
"X1.myristoyl.2.palmitoyl.GPC..14.0.16.0.","0.0811633293711359","0.988087331127204","0.0113015408236133","1.80729509378284e-07","0.875202724924677","0.106414142953267","0.990276594046984","0.0256458041766609","5.48657593347498e-07","0.912173654164967","0.0758474161248277","-0.000545380047667507","Inf","Inf","0.00573664580639635","NS","NS","OK_sd","OK_sd","NS"
"alpha.hydroxyisocaproate","7.81199114181611e-07","0.00902882765190677","8.87275862968747e-30","5.11538356304516e-10","0.00953400439834228","2.03081838686676e-06","0.0176289483793345","6.02016673024295e-28","2.15576878728332e-09","0.0276445383943386","0.214831948284825","-0.0951541130963925","Inf","Inf","0.0944766458426191","OK_sd","C: CENTER_C","OK_sd","OK_sd","C: Status, GENDER, CENTER_C"
"maleate","8.6632166329395e-11","3.11172498395882e-07","0.0384333127215027","1.40669332043252e-10","8.06637772355296e-08","3.40753187562287e-10","1.6055554384913e-06","0.0727391985538064","6.51495848405096e-10","1.16447601817674e-06","0.282173182547635","0.185271987023194","Inf","Inf","0.194123356935987","OK_sd","OK_sd","C: Status, AGE, DOSAGE_DPPIV_C","OK_sd","OK_sd"
"isovalerate..i5.0.","0.0154891039050593","0.862283258795561","9.59816083726513e-10","0.0490099076219486","0.0128127988706838","0.0230215925511122","0.900575964712391","8.68313617077919e-09","0.0620395938833808","0.0355561719172146","0.105276243718309","-0.00633621877958535","Inf","Inf","0.0907256416105559","C: GENDER","NS","OK_sd","C: DOSAGE_DPPIV_C","C: GENDER"
"X4.acetylphenol.sulfate","1.73203997375002e-10","0.786838041662416","0.375191565620424","0.108376631847267","0.0608424977497373","6.52882845660772e-10","0.837442527479136","0.485610824606187","0.12878028845599","0.126268111257601","-0.276778650915036","0.00987735121984974","Inf","Inf","-0.0683947369987228","OK_nc","NS","NS","NS","NS"
"X2.hydroxyoctanoate","0.00619893748962002","0.132075835305205","0.48895654914408","0.0657847062205306","0.909790340858004","0.00982705394090464","0.188659903693857","0.59425613582008","0.0813763412408933","0.933644195663796","-0.119033806233848","-0.054966854536151","Inf","Inf","0.00413860209142975","OK_sd","NS","NS","C: Status","NS"
"X3.hydroxyoctanoate","2.58830122953956e-09","8.8728407190378e-08","2.67920448780807e-05","0.00749347146136681","5.12672708720828e-15","8.82493660423414e-09","5.23497602423231e-07","0.000121507510119296","0.0113616098023182","5.35151435180126e-13","0.259005326723274","0.193512055706122","Inf","Inf","0.280041291297012","OK_sd","OK_sd","OK_sd","C: Status, DOSAGE_DPPIV_C","OK_sd"
"phenyllactate..PLA.","0.563046637170793","0.995886306874685","2.91574909958846e-19","0.0906896291685091","0.703078371783428","0.615312303954","0.996620736304533","6.821847462313e-18","0.109978397481382","0.794281733648716","0.0251569010073309","-0.000188324959512439","Inf","Inf","-0.0139222637266139","NS","NS","OK_nc","NS","NS"
"palmitoylcarnitine..C16.","0.762797953354207","1.91026456601777e-11","5.14597449067407e-05","1.57091307253534e-18","0.196576477136492","0.796856676444695","2.17834371099674e-10","0.00021355007290045","1.82199063199185e-17","0.315685537839313","0.0131322187648331","0.241555686949669","Inf","Inf","0.0471435444920309","NS","OK_sd","OK_sd","OK_sd","NS"
"hexanoylcarnitine..C6.","1.04489487553645e-08","1.24884352649416e-08","0.429919087775814","3.34296788214142e-05","0.0201295720334528","3.32845621150932e-08","8.43124709180383e-08","0.5376960388127","7.26988367959279e-05","0.0513455437018712","0.248894347043179","0.205717300373902","Inf","Inf","0.08473329219024","OK_sd","OK_sd","NS","OK_sd","C: Status, AGE, CENTER_C"
"theanine","5.68823795076781e-05","0.611416665725888","0.875963909730141","0.051616249097764","0.160173944476726","0.000120797165871548","0.685129987935616","0.909699223263394","0.0650355153441651","0.269351751654216","-0.136588636825966","-0.0185560340491819","Inf","Inf","-0.0512679638940824","OK_sd","NS","NS","OK_sd","NS"
"N.acetylaspartate..NAA.","0.0102397674387661","0.029223486478968","0.603307021675482","0.301927901210578","0.477836717578006","0.0157543814222285","0.0519061140732454","0.690875635792092","0.329353827928259","0.614038522413143","-0.111665297942393","0.0795194800538354","Inf","Inf","-0.025922012162623","OK_sd","OK_sd","NS","NS","NS"
"dehydroepiandrosterone.sulfate..DHEA.S.","0.311714685944322","1.96819888961838e-26","1.81890211782366e-08","0.0192431737828025","0.841485659954097","0.362776011000381","2.96760654801349e-24","1.37125009660373e-07","0.0268100480731653","0.884373611896229","-0.0440000904111447","-0.37437967416115","Inf","Inf","-0.00730506748550208","NS","OK_sd","OK_sd","C: AGE","NS"
"acetylcarnitine..C2.","0.0026204263752781","4.1647723228512e-07","0.428247761076351","9.42221938826857e-05","0.0213527555591235","0.00440634274008969","2.0777926625401e-06","0.536099826365874","0.000193141264499705","0.0539584530609507","0.130862597662872","0.183304362911896","Inf","Inf","0.0839254292522496","OK_sd","OK_sd","NS","OK_sd","C: Status, AGE, CENTER_C"
"cysteine.s.sulfate","5.38385596157607e-09","0.208283751775605","0.000440431963335132","6.36687774284335e-59","0.0753960004492047","1.7604560337009e-08","0.276827670087655","0.00146128648959847","6.64604084387572e-57","0.149798495768039","0.253746411807696","0.0459376245617542","Inf","Inf","-0.0648783369593917","OK_sd","NS","OK_sd","OK_sd","NS"
"X1.palmitoylglycerol..16.0.","0.208956954705852","0.0724086237149102","0.444729041958783","0.00270099832823222","0.0424681067960646","0.253173738871287","0.11165738906947","0.551139095833852","0.00442129641907253","0.0955708473005964","-0.0546460026972658","0.0655516568274077","Inf","Inf","0.0740081323920801","NS","NS","NS","OK_sd","C: CENTER_C"
"tartronate..hydroxymalonate.","3.53765075379294e-13","0.714357956943345","6.3238464480238e-09","0.131451168945032","0.103885024189131","1.76492355621214e-12","0.77862148399367","5.04791742939312e-08","0.154173929350396","0.192584669159358","-0.316250649830102","0.0133686369831473","Inf","Inf","-0.0593516457563424","OK_sd","NS","OK_sd","NS","NS"
"oxalate..ethanedioate.","1.45048558935829e-17","0.0216315833259827","0.0338467094857082","1.61574769760298e-25","0.248260017263132","9.84154472379602e-17","0.0391909994303852","0.0654273287351938","3.27249197857798e-24","0.373905486599412","-0.370994597934105","0.0837469236408639","Inf","Inf","-0.0421548262533143","OK_sd","C: GENDER, CENTER_C","C: Status, CENTER_C","OK_sd","NS"
"erythritol","7.79070297552241e-10","8.75374530282464e-25","0.0510863469447557","6.57279036656515e-06","0.00051980687049919","2.80423977129547e-09","9.8990269799442e-23","0.0921125431985124","1.58424094625736e-05","0.00237500984265118","0.267413563178555","0.362611479147543","Inf","Inf","0.12625344996672","OK_sd","OK_sd","C: Status, AGE, DOSAGE_DPPIV_C","OK_sd","C: Status"
"X2.3.dihydroxypyridine","0.851625066023106","0.000247452748638417","0.00950894798878869","1.49162786278984e-06","0.015677779977053","0.872851370538787","0.000682506869720188","0.022286083628301","3.98452560985397e-06","0.0416335566122524","-0.00803905761450197","0.1332696087273","Inf","Inf","0.0880897364935003","NS","OK_sd","OK_sd","OK_sd","OK_sd"
"saccharin","0.304759521186907","0.0363197270463359","0.244487042497988","9.12398410830535e-11","0.0418237141320896","0.356209018303732","0.0621890876049846","0.343446083509078","4.3140231480733e-10","0.0944339102782787","0.0412500847604481","0.0763514404048719","Inf","Inf","0.0742397172220946","NS","AD","NS","OK_sd","C: CENTER_C"
"X3.hydroxymyristate","6.43684822575578e-08","0.000225486796493359","0.193063657148842","0.524583859344046","0.000162537860544709","1.8906500091668e-07","0.000627019636970264","0.281404277928012","0.552257794515027","0.000864956379447724","0.235106647479413","0.134124499706853","Inf","Inf","0.137095642211924","OK_sd","OK_sd","NS","NS","C: Status"
"iminodiacetate..IDA.","0.000347205388858117","0.0971120063512428","0.811913934618169","4.14655837574559e-06","0.329451985557334","0.000661738360506271","0.145133251782639","0.863288482690389","1.04201476220125e-05","0.461017230970507","0.0527549029210334","-0.0605434000906173","Inf","Inf","-0.0356105109355645","C: CENTER_C","NS","NS","OK_sd","NS"
"X1.oleoylglycerol..18.1.","0.488190554577087","0.000779569943696215","0.0146018635564829","0.026765409515098","0.00699260965217576","0.543903598161828","0.0019518015010992","0.0315521159970498","0.0357839021792984","0.0213977677365829","0.0301521167509249","0.122268125261841","Inf","Inf","0.0982818970564285","NS","OK_sd","C: AGE","C: AGE","OK_sd"
"X3.methyl.2.oxobutyrate","9.23386557921072e-30","0.246219556504112","4.28463454245472e-07","3.48513257648325e-14","0.000162466334647478","1.56629444887362e-28","0.320960555404496","2.83621906054198e-06","2.47608633837056e-13","0.000864956379447724","0.492748272770424","-0.0423370252774981","Inf","Inf","0.137099596927626","OK_sd","NS","OK_sd","OK_sd","C: Status"
"X2.oleoylglycerol..18.1.","0.366869506055493","0.00300590135755396","0.0950779665766812","0.0186235347072965","0.0886596496581147","0.420119763474519","0.0066650459839881","0.155952919852518","0.0260537490698983","0.169452316318397","-0.0392459710533651","0.108063001521748","Inf","Inf","0.0621275487237848","NS","OK_sd","NS","OK_sd","NS"
"homoarginine","9.17454910346495e-10","1.71493705932386e-05","0.00555252355601234","7.5647245728333e-13","0.075047692751621","3.29361458555607e-09","5.9671015115448e-05","0.0139791734053966","4.56236944237102e-12","0.149325101266788","0.266283423870049","-0.156070004415375","Inf","Inf","0.0649557087767378","OK_sd","OK_sd","OK_sd","OK_sd","NS"
"homocitrulline","3.92410436780564e-08","1.67208640871617e-16","0.0073967477565448","0.207927001794174","1.75843631285323e-05","1.17033178617852e-07","4.82770480133584e-15","0.0180528537871066","0.232419226881956","0.000128290219168916","0.238934052604218","0.294412545578595","Inf","Inf","0.155870797708596","OK_sd","OK_sd","C: AGE","NS","OK_sd"
"X2.linoleoylglycerol..18.2.","8.21751738645421e-13","0.821309815912543","0.239294199216235","0.000795233349506785","0.732371907555202","3.95431599057389e-12","0.869185813078073","0.337549093904814","0.00142365653730964","0.817293321177967","-0.311262968348565","0.00824987343847867","Inf","Inf","-0.0124907303905308","OK_sd","NS","NS","OK_sd","NS"
"X3.hydroxydecanoate","3.86521750436155e-07","0.000137993268836173","0.0188346422419396","0.0427429056867219","1.30621188776956e-10","1.03047154291132e-06","0.000401838767834091","0.039503260467252","0.0546674109489931","4.54494751718794e-09","0.220723741213167","0.13855926407592","Inf","Inf","0.231541693795861","OK_sd","OK_sd","C: Status, AGE, DOSAGE_DPPIV_C","C: Status, DOSAGE_DPPIV_C","OK_sd"
"EDTA","0.000358221140698096","0.0976646257751149","0.823493279792094","4.14655837574559e-06","0.317325605109844","0.000679868654443799","0.145638348545968","0.871669563711288","1.04201476220125e-05","0.449959086869444","0.0526343547281262","-0.0604437256090469","Inf","Inf","-0.0365136906923496","C: CENTER_C","NS","NS","OK_sd","NS"
"N.acetylglycine","1.06587285004922e-39","0.751236263645316","1.39116067141424e-06","4.39686063670934e-07","2.74221814114082e-06","3.21419879448175e-38","0.809069531560868","8.39024458270721e-06","1.28866952138544e-06","2.38537821636416e-05","-0.573395013825371","0.0115790275145619","Inf","Inf","-0.170035133422804","OK_sd","NS","OK_sd","C: Status","C: Status"
"ribonate","6.14230171077911e-16","1.21917228992731e-12","0.0472440494988035","0.000546504833655702","0.000331186977712067","3.68809885908285e-15","1.74841832801825e-11","0.0864018533286743","0.000995445717141996","0.00161082698478593","0.351661681496606","0.255151570372054","Inf","Inf","0.130555740318132","OK_sd","OK_sd","C: Status, AGE, DOSAGE_DPPIV_C","C: Status","C: Status"
"threonate","2.46175063358834e-14","0.0014319502210542","0.598618280370848","9.62442226935365e-21","0.737722010249131","1.31519512196038e-13","0.00339712666078767","0.687246198361455","1.37477273889609e-19","0.818973859782685","-0.331545201805209","0.116059198304929","Inf","Inf","-0.0122313978936251","OK_sd","OK_sd","NS","OK_sd","NS"
"galactonate","0.599127582201645","3.73200554338046e-06","0.0951577138083158","0.201663984175769","0.679320895845137","0.648338220931126","1.51174075294546e-05","0.155952919852518","0.226725788340115","0.775958296011659","-0.0228363482938664","0.167766770334962","Inf","Inf","0.0150990404289684","NS","OK_nc","NS","NS","NS"
"indoleacetate","0.0016841604539431","0.000741083997865724","0.000126009602033046","2.34797788346153e-06","0.542726340179385","0.00290026108629541","0.0018588742793046","0.000487165327518072","6.08054577835361e-06","0.669526948748568","-0.136596171088023","0.122772366599545","Inf","Inf","0.0222310765526644","C: CENTER_C","OK_sd","OK_sd","OK_sd","NS"
"X1.linoleoylglycerol..18.2.","7.58663253891197e-07","0.637986960081813","0.119247098916771","0.0207409450657349","0.297607464760676","1.97981929909684e-06","0.707310706561292","0.188819502018737","0.0286745512456159","0.429237059945724","-0.215080578932696","0.0171852454826689","Inf","Inf","0.0380319586665767","OK_sd","NS","NS","OK_sd","NS"
"X2.palmitoylglycerol..16.0.","5.51641951601891e-06","0.15210153555589","0.143145327410482","0.00695947961983738","0.585185089360731","1.29511786907226e-05","0.212347514145414","0.219986646994365","0.0106351507253596","0.70838195027878","-0.197586022437032","0.0522763048085352","Inf","Inf","0.0199354352946579","OK_sd","NS","NS","C: Status","NS"
"X1.methylhistidine","5.78956637815391e-05","1.17091106255465e-11","0.000123021628989429","0.981757306206946","0.0204475117979734","0.000122756899611795","1.38167505381448e-10","0.000478339113291274","0.98516435686271","0.0520586745025327","0.17487775659813","0.244034545993206","Inf","Inf","0.0845192822811418","OK_sd","OK_sd","OK_sd","NS","C: Status, AGE, GENDER"
"butyrylcarnitine..C4.","1.48065621255261e-18","7.30576267920939e-05","0.344842535145369","0.00496927307895171","0.0683689781903153","1.10398378045818e-17","0.000224805441172044","0.458326464439046","0.00778672467452364","0.13806057054205","0.382303525281216","0.144112972393535","Inf","Inf","0.0664992269885977","OK_sd","OK_sd","NS","C: Status","NS"
"isobutyrylcarnitine..C4.","0.134595698258198","7.86794744213251e-05","0.0407140570422776","0.00838002423020192","0.20906012321207","0.169369194723873","0.000239390239438875","0.0763107395115618","0.0125932368553533","0.329494294075238","-0.0650734213837426","0.143475973453276","Inf","Inf","-0.0458594107566016","NS","OK_sd","C: AGE, CENTER_C","OK_sd","NS"
"X7.ketodeoxycholate","9.47715737450278e-07","0.00778945490797801","0.528850766641449","3.37866643869949e-06","0.0582567821383761","2.42194021792849e-06","0.0155217185170722","0.632291180909644","8.55382529349853e-06","0.121435412230071","0.184182570238158","0.0969714892120319","Inf","Inf","0.0690907422639212","OK_sd","C: Status","NS","OK_sd","NS"
"glycolithocholate","0.0219343801075894","4.34439458152742e-07","0.237344479862722","0.162006406840801","2.91418723863814e-05","0.0315976155053066","2.15158519968347e-06","0.335496311639285","0.186307367866921","0.000200738684407713","0.0978097900201165","0.183017570745122","Inf","Inf","0.151799806696825","C: AGE, DOSAGE_DPPIV_C","OK_sd","NS","NS","OK_sd"
"androsterone.sulfate","0.281039576047853","1.49190143859433e-09","0.000627159820202526","0.0259722881631494","0.587997737549865","0.330763837551549","1.22697591040758e-08","0.00200248441415254","0.0348954406310829","0.709789941516444","-0.0468857127788618","-0.218149633241054","Inf","Inf","-0.0197861999599755","NS","OK_sd","OK_sd","C: AGE","NS"
"X2.pyrrolidinone","0.783218284886885","0.355759799882101","0.00620878112336293","6.98953611479619e-71","0.0106375015487026","0.814426982828738","0.437684540743437","0.0154877132066241","1.3549715011112e-68","0.0301358864333809","-0.0119719424081008","0.033722181824245","Inf","Inf","-0.0931013908707788","NS","NS","OK_sd","OK_sd","C: CENTER_C"
"indolepropionate","2.82784923604083e-34","0.0488826212806574","0.150239051775408","0.000327895698039105","2.34007854787115e-09","6.7322656373814e-33","0.0798239676027102","0.22753838533396","0.000616280418613664","4.88536398378639e-08","-0.530879173039397","-0.0718511084494498","Inf","Inf","-0.215578252596016","OK_sd","C: Status, DOSAGE_DPPIV_C","NS","OK_sd","C: Status"
"N..2.furoyl.glycine","0.000270802670044779","5.68763389061398e-09","2.35297681771461e-05","0.449214463004265","0.00782201611825747","0.000524970318929664","4.19462999432781e-08","0.000108605086450297","0.477356324429748","0.0233799028028092","0.157895529922322","0.210408502101934","Inf","Inf","0.0969205373293987","OK_sd","OK_sd","OK_sd","NS","C: Status, AGE"
"trigonelline..N..methylnicotinate.","2.29289047207192e-08","5.59452396151556e-11","0.808215901441935","1.27437191799552e-28","0.858767713439899","7.08759082141592e-08","6.02051244814241e-10","0.860870469589251","3.20244943096282e-27","0.899188107359524","-0.243025156901007","0.236014805490836","Inf","Inf","-0.00649965849123472","C: CENTER_C","OK_sd","NS","OK_sd","NS"
"dodecanedioate..C12.DC.","4.13654989921762e-06","0.000988314579983053","0.64622640908713","3.08290611332748e-14","0.765720026586393","9.8134584147523e-06","0.00243401612529402","0.724136446846602","2.21349396602402e-13","0.837445330222421","-0.200238082680992","0.119879710443697","Inf","Inf","-0.0108839198060229","OK_sd","OK_sd","NS","OK_sd","NS"
