"","Status","DOSAGE_DPPIV_C","Status","DOSAGE_DPPIV_C","Status","DOSAGE_DPPIV_C","Status","DOSAGE_DPPIV_C"
"X7.methylxanthine","3.61016894495441e-06","0.336759668118416","8.64021033210429e-06","0.467740910580031","-0.201466167396234","-0.035076588555299","OK_nc","NS"
"X1.3.7.trimethylurate","0.572402853194337","0.526566789445218","0.624899977300656","0.657325856445526","0.0245466257807379","-0.023127837531848","NS","NS"
"X3.7.dimethylurate","0.0174800240591874","0.292770285253373","0.0257550408776518","0.424797221508635","-0.103287198535339","-0.0384145605098237","OK_nc","NS"
"X1.7.dimethylurate","0.173322023802302","0.848290924576718","0.213622149227723","0.890279029118798","-0.0592192997656844","-0.00698751491558786","NS","NS"
"X1.methylurate","0.00144614414758805","0.36249719845626","0.00252238767130717","0.493623417393905","-0.138524942174539","-0.0332529188626754","OK_nc","NS"
"X5.acetylamino.6.formylamino.3.methyluracil","0.637744566474487","0.0930785928399601","0.684667228406549","0.176161297745922","-0.0202219593601904","0.0612849538447266","NS","NS"
"X5.acetylamino.6.amino.3.methyluracil","0.0478261438909123","0.491953276359812","0.065095363350018","0.626836240394614","-0.0860638754737167","0.0250976065842926","OK_nc","NS"
"indolebutyrate","2.2309841634701e-07","0.00483497395621691","6.15334453217261e-07","0.0160810285749665","-0.22485251682024","-0.102654795563676","OK_sd","C: Status"
"X1.methylxanthine","3.2529002888664e-05","0.816192841707962","7.07401553203799e-05","0.867324734688883","-0.180686672643848","0.00849034726347877","OK_nc","NS"
"X2.myristoylglycerol..14.0.","0.311021873583579","0.407820116436643","0.362280414122675","0.539387814819224","-0.0434199522327786","-0.0302278068945368","NS","NS"
"N1.methylinosine","1.61268220576402e-08","0.00531251844416639","5.04241878622528e-08","0.0171644941160328","0.24566968288291","0.101553760099544","OK_sd","C: Status"
"N2.N2.dimethylguanosine","2.88085456893581e-19","0.00491753389843731","2.27286026165459e-18","0.0162362372267139","0.390222034702811","0.102457621832973","OK_sd","C: Status"
"N4.acetylcytidine","2.14145390142951e-13","0.0140141378554961","1.08837188922841e-12","0.0380926194937634","0.31918147777016","0.089562830272557","OK_sd","C: Status"
"N6.carbamoylthreonyladenosine","0.000398139857935545","0.962419214070878","0.000749342284630422","0.973902217370754","0.154007850701063","-0.00172107692058176","OK_nc","NS"
"orotidine","3.17634380417166e-18","4.81075789989997e-05","2.28058123929151e-17","0.000307933890102088","0.378558997039035","0.147654464286929","OK_sd","C: Status"
"phenylacetylglutamine","0.925323269793421","0.000650690301988309","0.933578942088976","0.00290456164407282","0.00408357003473298","0.124059424543413","NS","OK_nc"
"X4.hydroxyhippurate","1.01498504129699e-06","0.000507129440334066","2.58897500195492e-06","0.0023333761155742","0.212601806716041","0.126492561404654","OK_sd","C: Status"
"X5.6.dihydrouridine","0.0167751371127635","0.358988622284905","0.0247702514276605","0.490088088974462","0.104010487692783","0.0334966035923938","OK_nc","NS"
"X3..3.amino.3.carboxypropyl.uridine.","0.0125356060898006","0.0459016380854238","0.0189219326628024","0.101189220931233","0.108576250499145","0.0728219174549117","OK_nc","NS"
"X1.margaroylglycerol..17.0.","0.735787536953587","0.38568533446268","0.773403321182043","0.51770294419688","-0.0146390711761736","0.0316780807797665","NS","NS"
"X1.pentadecanoylglycerol..15.0.","0.0324090670057655","0.200854068753841","0.0454329586020907","0.320657613292897","-0.0930255336141101","0.0466970161417245","OK_nc","NS"
"X1.arachidonylglycerol..20.4.","0.727919627231035","0.00738820759310389","0.767511215347719","0.0222301501193836","-0.015136332471916","0.0976155173885568","NS","OK_nc"
"X1.linolenoylglycerol..18.3.","0.00638080679858039","0.621387607202363","0.0100917888411114","0.733237376498789","-0.11861942182073","0.0180386641076305","OK_nc","NS"
"cysteine.glutathione.disulfide","4.00446643030797e-09","0.000615037236971404","1.32215594791433e-08","0.00275447369825147","-0.25252586135451","-0.124613244488783","OK_sd","C: Status"
"X1.palmitoyl.GPA..16.0.","4.34713874517693e-06","0.200138521816521","1.02752330430916e-05","0.320268837387995","-0.19978602695759","-0.0467712242683801","OK_nc","NS"
"X5.methyluridine..ribothymidine.","0.00460550393011233","0.0266019621629911","0.00747571688864832","0.0652782326495097","-0.123222855937375","-0.0808590284257028","OK_sd","C: Status"
"isovalerylglycine","1.04946563366461e-05","0.0552385078691641","2.4261070952008e-05","0.116940179685578","-0.191498338695216","-0.0699363608466473","OK_nc","NS"
"X3.hydroxydodecanedioate.","1.16007753729196e-06","4.70162167579377e-12","2.92606917863419e-06","2.65837525585506e-10","0.211403859049025","0.24858405258441","OK_sd","OK_sd"
"X7.methylguanine","0.0690445042904668","0.681958197804055","0.0914974534396128","0.777274601696644","0.0790720802850964","0.0149676551130269","OK_nc","NS"
"X1.stearoyl.GPE..18.0.","1.24559980458161e-20","8.29419633491722e-05","1.04986269243307e-19","0.000485138983900115","-0.404989188333949","-0.143021013614719","OK_sd","C: Status"
"X1.stearoyl.GPG..18.0.","2.65104915936341e-05","0.0281234331734246","5.83058948015584e-05","0.0683933670543678","0.182683252088874","0.0800684625938091","OK_sd","C: Status"
"X3.methylcytidine","0.00773012797889946","0.335113047202652","0.0120850042250767","0.466408620568203","0.11583174485975","-0.0351962399165437","OK_nc","NS"
"N2.methylguanosine","0.474846615666234","0.771406954686624","0.531143116843175","0.838781440312299","0.0310034883633322","-0.0106120774102983","NS","NS"
"N1.Methyl.2.pyridone.5.carboxamide","0.000586660631768325","0.71904728210689","0.00108165553982285","0.806963774938318","0.149502361991155","-0.0131393809668207","OK_nc","NS"
"X1.docosahexaenoylglycerol..22.6.","6.62547302226337e-05","0.832689527552383","0.000138960848395848","0.881403813485634","-0.173476383855583","-0.0077163411016963","OK_nc","NS"
"gamma.glutamylisoleucine.","2.08897813592257e-41","1.46548150201647e-12","7.45985086959719e-40","1.10481022124242e-10","0.586150519487369","0.254267171398703","OK_sd","OK_sd"
"oleoylcarnitine..C18.1.","0.00893832066714524","0.795220615418978","0.0138304460037812","0.854340791428727","-0.113699548697703","0.00947991305006403","OK_nc","NS"
"gamma.glutamyl.2.aminobutyrate","0.622686132305834","0.232591259635587","0.670623080586521","0.35785299243253","0.0214048385030929","0.0435819553577856","NS","NS"
"X2.methylbutyrylcarnitine..C5.","2.12710996468431e-18","0.000388511222357748","1.5602639038252e-17","0.00183058933590092","0.380525439435835","0.129047114232268","OK_sd","C: Status"
"phenol.sulfate","3.30692628619144e-09","0.00295851826076991","1.10802443712637e-08","0.0108505656212561","0.257257377926119","0.108239745885257","OK_sd","C: Status"
"X1.palmitoleoyl.GPC..16.1..","1.27885299070629e-13","0.000146405564439055","6.62367751293296e-13","0.000797880927485129","-0.322172579806671","-0.1380318695877","OK_sd","C: Status"
"hexanoylglycine","2.98679649706933e-09","0.00459785003216635","1.0032383283473e-08","0.0154413822347817","-0.255547100439247","-0.103238506459607","OK_sd","C: Status"
"glutamine_degradant.","3.7989402814203e-09","0.765019329287287","1.25735657607008e-08","0.837445330222421","-0.256262855334634","0.0109174553966689","OK_nc","NS"
"X2.hydroxy.3.methylvalerate","2.89774836462858e-18","1.39457603414874e-06","2.09161943127712e-17","1.34215580024102e-05","0.379011052762437","0.174910672715492","OK_sd","C: Status"
"testosterone.sulfate","0.270829596456743","0.238945900976473","0.319578923818957","0.365145932010218","0.0426815945512217","0.0429952505717879","NS","NS"
"homostachydrine.","1.027064328638e-05","0.458005656105492","2.37837251529311e-05","0.594181333972422","-0.191844914749825","-0.0271029867100931","OK_nc","NS"
"X1.arachidonoyl.GPC..20.4n6..","1.45588060069508e-11","0.00203789918691161","6.21267287780889e-11","0.00781194688316119","-0.293640329397937","-0.112316446646909","OK_sd","C: Status"
"X2.palmitoleoyl.GPC..16.1..","0.00806440201144315","0.0965464415168661","0.0125497632219362","0.181963223803316","-0.113624206077136","-0.0606458792382618","OK_nc","NS"
"X2.palmitoyl.GPC..16.0..","2.30083660338594e-15","0.00669186749579637","1.31186355915745e-14","0.0206853398446371","-0.344594543687418","-0.0988114959132366","OK_sd","C: Status"
"X1.palmitoyl.GPE..16.0.","1.29227453458913e-15","0.00491010486521963","7.52625125938819e-15","0.0162362372267139","-0.34769865965478","-0.102475241358464","OK_sd","C: Status"
"X1.oleoyl.GPE..18.1.","0.0893324445893714","0.0467348375590572","0.116449690017077","0.10228899123813","-0.0738885079900849","0.0725453650021817","NS","NS"
"X1.linoleoyl.GPE..18.2..","6.47273846299825e-07","0.360356976662174","1.692390384256e-06","0.491461725960372","-0.216421677578789","-0.0334013892175884","OK_nc","NS"
"X1.arachidonoyl.GPE..20.4n6..","0.000692170842386412","0.0542691953783223","0.00125739736695898","0.116164323812468","0.147543453856412","0.0702160799527721","OK_nc","NS"
"N.acetylcitrulline","1.82587907386253e-17","0.00322410889990733","1.2326954742445e-16","0.011635946215889","0.369834321577373","0.107280441282848","OK_sd","C: Status"
"X2.hydroxypalmitate","0.000221852804996648","0.621989679969241","0.000435679097511507","0.733310161353832","-0.160592795738621","-0.0180075402888862","OK_nc","NS"
"docosapentaenoate..n6.DPA..22.5n6.","0.00175964974147047","0.686158771792708","0.00302258822680434","0.78048403463764","0.133544794955058","-0.0147587882251499","OK_nc","NS"
"gulonate.","0.000662692452918828","0.534225219750146","0.00121523467379845","0.662654134552969","0.148048249414211","0.0227011367587832","OK_nc","NS"
"isobutyrylglycine","3.23483708034724e-08","0.00724587866093931","9.75483092895824e-08","0.021850349650877","-0.240297754036481","-0.0978515043934141","OK_sd","C: Status"
"glutarylcarnitine..C5.DC.","4.14595337606017e-05","0.120558392206514","8.95869224731473e-05","0.21469519452","-0.178268174523646","-0.0566602171987113","OK_nc","NS"
"beta.hydroxyisovaleroylcarnitine","2.56457017706947e-07","0.241411432991905","7.04478083053293e-07","0.366580207661917","0.224091556352513","0.042770576966361","OK_nc","NS"
"tiglylcarnitine..C5.1.DC.","0.0302301132429342","0.282816938846448","0.0426426857283386","0.414004947157098","0.0942460840672961","0.0392153865656974","OK_nc","NS"
"catechol.sulfate","8.14517498449991e-11","0.762446930765475","3.21308210871116e-10","0.837087771075041","-0.282580032698697","-0.0110406502235586","OK_nc","NS"
"cholesterol.sulfate","0.128913878891169","0.000178644391044902","0.162882806010537","0.000932386302492047","-0.0660378069270005","0.13624422781098","NS","OK_nc"
"X7.alpha.hydroxy.3.oxo.4.cholestenoate..7.Hoca.","9.02011626475188e-05","0.252960640172869","0.000185459057140429","0.377958244864487","0.170281856743541","0.0417390338376125","OK_nc","NS"
"X3beta.7alpha.dihydroxy.5.cholestenoate","1.21496127432745e-09","0.00257671628273647","4.24923311665554e-09","0.00960605493316866","-0.264324515735306","-0.109766279115483","OK_sd","C: Status"
"N.acetyl.aspartyl.glutamate..NAAG.","1.38157491408477e-07","0.107888388837761","3.93039236564577e-07","0.197576981987641","-0.22901142947554","-0.0586759573100885","OK_nc","NS"
"tetradecanedioate..C14.DC.","0.204843114051329","0.902628941459781","0.248855958610254","0.930043639757724","-0.0551432639930082","0.00446872968935217","NS","NS"
"hexadecanedioate..C16.DC.","0.136867066077399","0.692190877463043","0.171653057917773","0.786027632399456","-0.0646967082809074","0.0144596896675411","NS","NS"
"octadecanedioate..C18.DC.","0.00476017145071219","0.0548897116794393","0.00771750616322155","0.116931458004708","-0.122763265951916","0.0700365406634884","OK_nc","NS"
"undecanedioate..C11.DC.","0.0385326666860826","0.000118354960110674","0.0532275091174628","0.000662346200898583","0.0885501819524286","0.13991880394792","C: DOSAGE_DPPIV_C","OK_sd"
"X1.myristoylglycerol..14.0.","0.0220156673354401","0.0302427421753506","0.0316810822631943","0.0727648956240261","0.0995954101275551","0.0790264376618848","AD","AD"
"glycerophosphoethanolamine","1.17528835058692e-26","9.16717693467589e-06","1.62741458341474e-25","7.14934431054895e-05","-0.464735886443602","-0.160973769141952","OK_sd","C: Status"
"glycerophosphoinositol.","0.030810406564507","0.800621245985282","0.0433261364850114","0.855401323656257","-0.0939070422747444","-0.00922445104524089","OK_nc","NS"
"X3..3.hydroxyphenyl.propionate","0.0452665217683177","0.766363423284002","0.0619220464108943","0.837445330222421","-0.0870583980652015","0.0108531347029038","OK_nc","NS"
"ectoine","0.600921427082136","0.205339167893302","0.649761256215505","0.326282495118514","0.0227158001009591","0.0462362026229676","NS","NS"
"X1.arachidonoyl.GPI..20.4..","0.304396786663103","0.56372080666625","0.356091758191234","0.689579583051968","-0.0446706397341912","-0.0210855645263103","NS","NS"
"X1.palmitoyl.GPI..16.0.","3.32288613457745e-05","0.00275293599696692","7.21465037539457e-05","0.0102069239013227","-0.180483247568317","-0.109037755036834","OK_sd","C: Status"
"glycolithocholate.sulfate.","0.0665925150391289","0.0243937112293829","0.0883343527938396","0.0604055951428331","-0.0797803009184266","0.0820788259333807","OK_sd","OK_sd"
"taurolithocholate.3.sulfate","6.6541895620851e-12","0.14141308373917","2.93173221939918e-11","0.244455483610259","-0.298530065472737","-0.0536760382744395","OK_nc","NS"
"deoxycarnitine","0.0338072983342943","0.0421900822519201","0.0471495414590312","0.0951028930495939","-0.0923022444566667","-0.0741076836640771","AD","AD"
"X1.ribosyl.imidazoleacetate.","0.00392674201105943","0.0565846724164737","0.00645889564728199","0.119231988306141","0.125422860457932","0.0695545874106024","OK_nc","NS"
"N2.acetyllysine","0.768786447615301","0.591021103609982","0.801262065602122","0.709789941516444","0.0127856427102248","-0.019626151025297","NS","NS"
"X3.4.dihydroxybutyrate","1.84629619083919e-19","4.99380434766009e-07","1.46516019354899e-18","5.4212739998198e-06","0.392346696602801","0.182068152973829","OK_sd","C: Status"
"indoleacetylglutamine","4.40046987732482e-12","0.000409664347657729","1.96428869195059e-11","0.00191035917447264","0.300820481137975","0.128542514575095","OK_sd","C: Status"
"hexanoylglutamine","0.000810018188783107","0.00164884366598259","0.00146169505608866","0.00650430481028596","0.145659888342236","0.114576303024977","OK_sd","C: Status"
"N6.acetyllysine","0.698975994621757","0.0347107997416566","0.739867725976384","0.0816335446263918","0.0168240071726175","0.0770200761999774","NS","OK_nc"
"dihomo.linolenate..20.3n3.or.n6.","0.00150525479898784","0.134788069284664","0.00261540430502753","0.234496679511909","0.13802014661674","0.0545848454476106","OK_nc","NS"
"mannitol.sorbitol","3.43459092358723e-09","4.16850780996263e-05","1.14796548849947e-08","0.000278653453109324","0.256986144492078","0.148850704303139","OK_sd","C: Status"
"tryptophan.betaine","0.50364800764778","0.823633492234972","0.558831027291936","0.873862899892773","-0.0290897858009297","0.00814078987290925","NS","NS"
"X4.vinylphenol.sulfate","0.0774866223501316","0.860985518048677","0.101790267695187","0.90081522589981","-0.0767816646198589","-0.00639653657352134","NS","NS"
"X4.ethylphenylsulfate","7.3121189013305e-10","0.0434973852081324","2.66019982549745e-09","0.0966054856422842","-0.267850550377843","-0.0736443048561325","OK_sd","C: Status"
"thymol.sulfate","0.455333193925461","0.188789520617082","0.510650532361034","0.305348485670299","-0.0324726694643893","-0.0479750030858109","NS","NS"
"X3.methyladipate","1.19608137562867e-08","0.0459340899732052","3.7922486605797e-08","0.101189220931233","-0.247869687403467","-0.0728110674995068","OK_nc","NS"
"pyrraline","3.05952598875446e-08","0.0539252980159047","9.28809120076017e-08","0.116153380012036","0.240817618118393","0.0703163201055523","OK_nc","NS"
"N6.carboxymethyllysine","2.06737983571876e-06","2.6433865391145e-06","5.06396107774432e-06","2.31824725920733e-05","0.203681240440905","0.170303333482838","OK_sd","OK_sd"
"X1.oleoyl.GPI..18.1.","7.27813728460425e-13","0.00132216915489349","3.52729724828856e-12","0.00535577177071781","-0.311986257506009","-0.116890450409198","OK_sd","C: Status"
"X1.linoleoyl.GPI..18.2..","0.00108208925643601","0.0303287382515937","0.00191197281378082","0.0728426509865711","-0.142133853699699","-0.0789854941876774","OK_sd","C: Status"
"methylphosphate","0.103686983080184","0.201194531540891","0.133298134489212","0.320823712457097","0.07076932349861","-0.0466617749256698","NS","NS"
"o.cresol.sulfate","0.356740011650913","0.0506370904109553","0.410598978634681","0.109943250700266","0.0400596713554891","0.0713027084235311","NS","NS"
"X2.ethylphenylsulfate","0.0125905256281984","0.509682721350516","0.0189754808458204","0.642190764041458","0.0865309997212323","0.0240799279330279","OK_nc","NS"
"dimethylarginine..SDMA...ADMA.","4.42099839784324e-06","0.0806874075508423","1.041544240603e-05","0.157998285781375","-0.199635341716456","-0.0637372648586032","OK_nc","NS"
"gamma.glutamylalanine","7.40756002482006e-19","1.04182181183703e-06","5.67912935236205e-18","1.03952367548739e-05","0.385656271896449","0.176972379657358","OK_sd","C: Status"
"N.acetylserine","0.0536649961019423","0.329582473211553","0.07246109423914","0.461017230970507","0.0839166107875564","0.0356009104638966","OK_nc","NS"
"X1.stearoyl.2.oleoyl.GPE..18.0.18.1.","2.68303392347451e-25","5.19837246976331e-08","3.4675019372904e-24","8.29904875466919e-07","0.451942709471321","0.19691691177215","OK_sd","C: Status"
"chiro.inositol","0.78843560522112","0.579333354475772","0.81922443819683","0.704440288551633","0.0105630354034974","-0.0202469921372432","NS","NS"
"X4.allylphenol.sulfate","0.551989657034956","0.776645913148945","0.604560100562095","0.842883008584194","-0.0258726559027176","-0.0103621669881505","NS","NS"
"X1.stearoyl.2.arachidonoyl.GPC..18.0.20.4.","3.63889557157403e-13","0.016136013975135","1.80878435554064e-12","0.0426833741993338","0.316084896064855","0.0877081737061601","OK_sd","C: Status"
"X1.palmitoyl.2.linoleoyl.GPE..16.0.18.2.","3.44190905339337e-06","0.00331703865964484","8.26667360257486e-06","0.0119395794725147","0.201895620333466","0.106961711880335","OK_sd","C: Status"
"sphinganine.1.phosphate","0.00285347905974422","0.0543583976572715","0.00476868360107501","0.116164323812468","0.129732458354366","0.0701901654506325","OK_nc","NS"
"glycosyl.N.stearoyl.sphingosine..d18.1.18.0.","3.90871581650735e-18","0.00530683699582214","2.76256633489608e-17","0.0171644941160328","-0.377534337399323","-0.101566325260981","OK_sd","C: Status"
"cyclo.leu.pro.","1.19447843499098e-12","0.00460851864781621","5.66750781917049e-12","0.0154413822347817","0.309017758255668","0.103211666162879","OK_sd","C: Status"
"succinylcarnitine..C4.DC.","2.99644704622325e-28","8.55715862639353e-05","4.62065754741472e-27","0.000496242062222907","0.479314683523322","0.142751216837529","OK_sd","C: Status"
"bilirubin..E.E..","2.84903318892365e-11","0.0351002055776673","1.19325248066957e-10","0.0824065380084679","-0.289375937073843","-0.076855863843293","OK_sd","C: Status"
"bilirubin..E.Z.or.Z.E..","2.66076275135719e-18","0.103653344743176","1.94121239440414e-17","0.19241804215662","-0.379425437175556","-0.0593913760075533","OK_nc","NS"
"N.methylproline","0.365423334329928","0.139748652243866","0.418817115444014","0.241886378947609","-0.0393665192462724","-0.0539012310292832","NS","NS"
"beta.cryptoxanthin","4.28007619216439e-17","0.0635334217534904","2.83320165500833e-16","0.130430942994684","-0.365509655156826","-0.067695916510695","OK_nc","NS"
"X5alpha.androstan.3beta.17beta.diol.disulfate","3.02732730096226e-07","0.00017146650892757","8.21616629481158e-07","0.000901860669049271","0.222735389182307","0.136614367210102","OK_sd","C: Status"
"X5alpha.pregnan.3beta.20alpha.diol.disulfate","0.799502893026635","0.879493990070828","0.827555626115289","0.913139513791977","-0.0110527624371831","0.0055378433764273","NS","NS"
"glycocholenate.sulfate.","0.000499505749596815","0.0735580447399069","0.000931084206322635","0.146791568694197","0.15138592750533","0.0652899544369589","OK_nc","NS"
"taurocholenate.sulfate.","0.000645955195326407","0.00189341610039053","0.00118614506097149","0.00734104470922844","-0.148364688420593","-0.113105412102311","OK_sd","C: Status"
"androstenediol..3beta.17beta..disulfate..1.","1.65792688229036e-09","0.00128889805054506","5.69571336523551e-09","0.00523663070236421","0.262154648262976","0.117154945230754","OK_sd","C: Status"
"pregnenediol.disulfate..C21H34O8S2..","0.0161827860579389","0.0662366072760925","0.0239738435377981","0.134959573684171","0.104583091609092","0.0670180670025555","OK_nc","NS"
"androstenediol..3beta.17beta..disulfate..2.","4.75551274455832e-06","0.00103705382107485","1.11841088290566e-05","0.00435691032569217","0.198972326655466","0.119389887820663","OK_sd","C: Status"
"X21.hydroxypregnenolone.disulfate","0.116488939657361","0.602299805810896","0.149229426507185","0.717184920446234","0.0682679484957847","0.0190323599631913","NS","NS"
"X5alpha.androstan.3alpha.17alpha.diol.disulfate","0.000219359430363556","2.95482889448473e-06","0.000431406879714993","2.55395083427756e-05","0.124059159025669","0.16948823122093","OK_sd","OK_sd"
"X5alpha.androstan.3alpha.17alpha.diol.monosulfate","0.190014246639674","0.711304480330063","0.23229669611715","0.799701888821785","-0.0565371024734982","0.0135182006591518","NS","NS"
"X5alpha.pregnan.3beta.20beta.diol.monosulfate..1.","0.0847283380531371","0.450896883746075","0.110874016140894","0.586641487289955","-0.0749734417262501","-0.0275332460783013","NS","NS"
"X5alpha.pregnan.3beta.20alpha.diol.monosulfate..1.","0.00131757908898979","0.132436798565513","0.0023100191521436","0.232023722996356","-0.0433898151845517","-0.0549156664806657","OK_nc","NS"
"X5alpha.pregnan.3beta.20alpha.diol.monosulfate..2.","2.02090891240177e-06","0.0119927413785741","4.95908389535117e-06","0.033624276964308","-0.206627136905076","-0.0915760303041731","OK_sd","C: Status"
"X5alpha.pregnan.diol.disulfate","0.450988300094944","0.973586318483869","0.506615168235794","0.981542818857809","0.0318623942377964","0.00120943406863116","NS","NS"
"X5alpha.androstan.3alpha.17beta.diol.disulfate","2.78029006370074e-07","4.46810675307534e-06","7.60655971056836e-07","3.69708589263612e-05","0.22128881086742","0.166427712192629","OK_sd","OK_sd"
"X5alpha.androstan.3alpha.17beta.diol.monosulfate..1.","1.27886653690406e-05","0.0922285832045927","2.90204329528229e-05","0.175040821550535","0.189765458422175","0.0614445007853932","OK_nc","NS"
"X5alpha.androstan.3beta.17alpha.diol.disulfate","0.000150372005491847","0.180152099352533","0.000301410356650571","0.294827649689612","-0.164766776918035","-0.0489273499764865","OK_nc","NS"
"X5alpha.androstan.3beta.17beta.diol.monosulfate..2.","0.000309910153253703","0.100275319532849","0.000595677164256763","0.187687736008382","0.156795527662043","0.0599788311422256","OK_nc","NS"
"androstenediol..3alpha..17alpha..monosulfate..2.","0.00460552639565954","0.23402763917262","0.00747571688864832","0.35965516008748","0.123222855937375","0.0434483574010647","OK_nc","NS"
"androstenediol..3alpha..17alpha..monosulfate..3.","0.0458708075445117","0.00298994106727287","0.0626224203600627","0.0109362534455237","0.0868323702035004","0.108122250114766","C: DOSAGE_DPPIV_C","OK_sd"
"androstenediol..3beta.17beta..monosulfate..1.","0.000152484499726311","0.152973704019139","0.000304744427288077","0.260131975380916","0.164691434297468","0.0521654336671149","OK_nc","NS"
"androstenediol..3beta.17beta..monosulfate..2.","0.418817778527235","0.717414629543331","0.473884440069029","0.805903685670779","0.0351624010186322","-0.0132191405067873","NS","NS"
"X5alpha.pregnan.3beta.ol.20.one.sulfate","0.034212439947415","0.00703272248379954","0.0476166984704023","0.0213977677365829","-0.0722309703376103","-0.0982128097984894","AD","AD"
"pregnenediol.sulfate..C21H34O5S..","0.103730899057191","0.888877753880064","0.133298134489212","0.919365176840889","-0.0707617892365533","0.00510368111653221","NS","NS"
"X2.hydroxyglutarate","0.698719450143639","0.00791222248606913","0.739867725976384","0.0235458024420961","0.0168390756967309","0.0967803660879916","NS","OK_nc"
"gamma.CEHC","1.05498328217515e-06","0.879127344210703","2.67591086712463e-06","0.913139513791977","-0.212270299185546","0.0055548225856469","OK_nc","NS"
"N.acetyl.beta.alanine","0.000411684555669307","0.117512544734391","0.000773761692580678","0.210726982822469","0.153623603336171","0.0571290348291619","OK_nc","NS"
"X5.methylthioribose..","0.390151515145733","0.398131277890988","0.444903870632571","0.529670729507913","-0.0373774740633029","0.0308566374976485","NS","NS"
"sphingomyelin..d18.1.18.1..d18.2.18.0.","0.226542403116356","0.0086281000645232","0.271331015912529","0.0253427094968788","0.0525966834178426","-0.0957159737020485","NS","OK_nc"
"palmitoyl.sphingomyelin..d18.1.16.0.","1.51559017856321e-32","2.73832796157471e-08","3.26453313065123e-31","4.58754449858874e-07","-0.516601746441945","-0.200921391352426","OK_sd","C: Status"
"cysteine.sulfinic.acid","2.96002961207468e-08","0.0839907740581697","9.00618875243351e-08","0.16235823418367","0.241088851552435","0.0630553362571941","OK_nc","NS"
"X3.hydroxyhippurate","0.0490488535005836","0.605901697832201","0.0666926795594107","0.719972507844392","-0.0855967512262012","0.018843791174674","OK_nc","NS"
"X16a.hydroxy.DHEA.3.sulfate","8.4893270226319e-06","0.0122780872122908","1.97260561125197e-05","0.0342826426894621","0.193630534857263","0.0912744549034938","OK_sd","C: Status"
"X17alpha.hydroxypregnenolone.3.sulfate","9.57489152145361e-05","0.1485963359691","0.00019627081260744","0.25332315064079","0.166153081136468","0.0527268266157796","OK_nc","NS"
"pregnenolone.sulfate","0.222969728641161","0.564062886652678","0.26752424559333","0.689579583051968","-0.0530035335689046","0.0210670731480579","NS","NS"
"X5.HEPE","0.0038739436310626","0.946346093671649","0.00637978338270868","0.962662405631505","0.119222162785266","0.00245811651601697","OK_nc","NS"
"X5.HETE","4.50410481259105e-07","0.171111558239844","1.19376371693087e-06","0.283523533297437","0.213136739322067","0.049961137392166","OK_nc","NS"
"andro.steroid.monosulfate.C19H28O6S..1..","0.0182855927376387","0.0994474467503411","0.026767582896414","0.186653091618552","0.102616649212293","0.0601251985096314","OK_nc","NS"
"ergothioneine","0.0198469898297127","0.0406481176480017","0.0288973875524895","0.0930176992383444","-0.10129815335237","-0.0746700891854473","AD","AD"
"X12.HETE","0.732999657947196","0.90542416947126","0.771070182817321","0.930722239458612","0.0148123592034778","-0.00433983285363435","NS","NS"
"S.methylmethionine","1.09643413842617e-07","0.217750922838612","3.15894081920236e-07","0.340032223581124","-0.22974225289504","-0.0449978549959045","OK_nc","NS"
"indole.3.carboxylate","0.85388867088998","0.300090513635189","0.874510887847323","0.431837568401858","0.00800892056627511","-0.0378371698981188","NS","NS"
"X13.HODE...9.HODE","0.0347632562128961","0.312058123884358","0.0483337486484632","0.44545805063628","0.091812517422981","0.0369130412063794","OK_nc","NS"
"tridecenedioate..C13.1.DC..","0.0507469856565515","0.638368585528034","0.068726207121697","0.746587305548801","-0.0849638732134381","0.0171657365382104","OK_nc","NS"
"N.acetyl.3.methylhistidine.","0.0542400016341254","0.764632722843022","0.0730920379518453","0.837445330222421","0.0801344112350916","-0.0109359624322934","OK_nc","NS"
"X4.cholesten.3.one","3.66993726507365e-07","0.302034065819048","9.82269204872771e-07","0.433714526260791","0.220859357930188","0.0376854503103595","OK_nc","NS"
"N.acetyl.cadaverine","6.92718111893787e-23","9.80534809921582e-10","6.91190057235198e-22","2.33436094221682e-08","0.386198738764532","0.22051886363918","OK_sd","OK_sd"
"cinnamoylglycine","8.59473184270211e-44","1.67376657736946e-05","3.5342579122869e-42","0.000123440285080997","-0.603501925003955","-0.156263023234501","OK_sd","C: Status"
"stearoyl.ethanolamide","0.206830313293004","0.0568813078692085","0.25104538026709","0.119547833462471","-0.0549021676071937","0.0694714775889824","NS","NS"
"cis.4.decenoylcarnitine..C10.1.","0.317635050393217","0.791822221619706","0.368123691603861","0.852297033463145","0.0434651578051188","0.00964090151299075","NS","NS"
"X2S.3R.dihydroxybutyrate","0.629318774149977","0.94883643020929","0.676692215944151","0.96447268598802","-0.0209979883520308","-0.00234386324641409","NS","NS"
"X.16.or.17..methylstearate..a19.0.or.i19.0.","0.163893136509539","0.674306579670835","0.202737453275701","0.772832794436928","0.0605453298876641","0.0153493845727711","NS","NS"
"X2R.3R.dihydroxybutyrate","1.4818814968407e-07","0.672264295156781","4.19814862466143e-07","0.771143405348902","0.228521702441854","0.0154515533815762","OK_nc","NS"
