"","Status","AGE","GENDER","CENTER_C","sitagliptin","Status","AGE","GENDER","CENTER_C","sitagliptin","Status","AGE","GENDER","CENTER_C","sitagliptin","Status","AGE","GENDER","CENTER_C","sitagliptin"
"X1.methylhistamine","8.58689779649193e-05","0.00315249974293143","0.0203271213364167","4.10471806217586e-27","0.0113030259857296","0.000173657530698056","0.00624963626267427","0.0387414377156144","6.55306165926193e-26","0.0419421447096086","0.158539079454172","-0.0980421592778443","Inf","Inf","0.0841728840036142","C: CENTER_C","OK_sd","C: Status","OK_sd","OK_sd"
"X4.imidazoleacetate","0.348163690943567","0.00499277463404296","1.5241334324869e-06","6.36732356531759e-05","0.00203012088990274","0.398362671678264","0.00945036908433988","7.54511245773556e-06","0.000120006362196333","0.0105147864412138","0.0388181291400134","0.0932499112017965","Inf","Inf","0.102446730731346","NS","C: GENDER","OK_sd","OK_sd","OK_sd"
"X1.methyl.4.imidazoleacetate","0.0106996363955027","7.77405908446585e-10","0.00535173082392571","0.295439813811559","0.0519983046429615","0.0159905358906356","4.66787529983193e-09","0.0121038312134453","0.318793924731483","0.130428279853048","0.105723018190495","0.202572449617228","Inf","Inf","0.064614214135727","C: AGE","OK_sd","C: AGE","NS","NS"
"sebacate..C10.DC.","0.318877497289908","3.20150935416585e-07","0.374145882795537","4.29738518150916e-110","0.000321105833775594","0.368897496864796","1.24127091245802e-06","0.470107373105133","1.45788792282698e-107","0.00233016372424322","0.0412779930237578","0.168912621834371","Inf","Inf","0.119327308672209","NS","OK_sd","NS","OK_sd","OK_sd"
"guanidinosuccinate","0.000155401241167797","2.52612891623015e-11","0.197092627245702","0.00974236710195231","0.559450540641984","0.000299544721966904","1.90442052184684e-10","0.276296172698779","0.0133270082231344","0.7055524011628","-0.155954234033609","0.219375697285677","Inf","Inf","0.0194264612844781","OK_sd","OK_sd","NS","C: Status, AGE","NS"
"stearidonate..18.4n3.","0.457172232140414","1.29053573974721e-07","0.000190345419836777","4.30835477378196e-14","0.168049270334775","0.509345417910133","5.50709748061939e-07","0.000603501716632025","2.47730399492462e-13","0.307750148237908","0.0308022678467954","0.174413351938634","Inf","Inf","-0.0458621314486063","NS","OK_sd","OK_sd","OK_sd","NS"
"X5.dodecenoate..12.1n7.","1.70383436969684e-06","0.424534551722542","9.5985861046691e-17","2.98126657249236e-10","0.0152777462082322","4.18859282550473e-06","0.506233204470554","1.53238604047482e-15","1.11142273045938e-09","0.0518297540114279","-0.198232079351914","0.0265777088294298","Inf","Inf","-0.0806140556416568","OK_sd","NS","OK_sd","OK_sd","C: Status, GENDER, CENTER_C"
"octanoylcarnitine..C8.","0.0717728535443611","1.35159563368398e-05","0.393505472493384","0.00375369006302003","0.9304858451853","0.0936497714035558","3.95283464420078e-05","0.488105051346912","0.00545370172967686","0.958019189617946","-0.0745855725858681","0.14409505788748","Inf","Inf","0.00290374958056411","OK_sd","OK_sd","NS","OK_sd","NS"
"tauro.beta.muricholate","1.20081881339069e-10","0.194511820472671","0.0445946510499941","0.00375089435469097","0.167812728043651","4.24351856711242e-10","0.26030822522822","0.078083795451409","0.00545370172967686","0.307750148237908","-0.208077215865838","-0.0431648307052819","Inf","Inf","-0.0458876246598421","OK_sd","NS","C: Status","OK_sd","NS"
"decanoylcarnitine..C10.","0.000477808832528907","5.79561749979616e-05","0.186271882749924","6.28699176474935e-05","0.805259664105322","0.000869150919224834","0.000153307074994608","0.26440475407076","0.00011865713247239","0.87532906984954","-0.144683171804165","0.133249644086674","Inf","Inf","0.00820666798571363","OK_sd","OK_sd","NS","OK_sd","NS"
"N.acetylglutamine","0.00712468942330797","1.50292672626276e-07","0.0135625226823004","0.095165004322055","0.0395692486873381","0.0109616820265634","6.27529713088789e-07","0.0271050711043912","0.110280880328803","0.109582592793302","0.111466487905196","0.173503075943357","Inf","Inf","0.068431832279808","C: AGE","OK_sd","C: AGE","NS","NS"
"N.acetyltryptophan","7.69915406628297e-16","1.90962572470569e-05","3.43044809710864e-17","7.61749704384193e-10","0.480078930383668","4.21280325320403e-15","5.47856682542414e-05","5.67697325338588e-16","2.70600614882029e-09","0.637002032713573","0.333808641905173","0.141591722034962","Inf","Inf","0.0235033130233087","OK_sd","OK_sd","OK_sd","OK_sd","NS"
"N.acetylphenylalanine","1.54012993798149e-19","2.4173580514657e-14","3.71834224447601e-16","0.0108158094757757","0.0482242552232101","1.08287892530615e-18","2.77996175918556e-13","5.66942744466735e-15","0.0146917452038315","0.123705698181278","0.374524218013248","0.249819271918153","Inf","Inf","0.0656839438503025","OK_sd","OK_sd","OK_sd","C: Status","NS"
"N.acetylasparagine","0.0104346429867186","0.00315475375087095","0.562790061002614","0.561584592889614","0.120726399257956","0.0156289299480984","0.00624963626267427","0.649409959847404","0.581289315447145","0.250831532747187","-0.106086600843057","0.0980348666535443","Inf","Inf","0.0516182644029252","OK_sd","OK_sd","NS","NS","NS"
"gamma.glutamyl.epsilon.lysine","0.0208815579179619","0.0300870309734639","0.086165763200867","0.0079869791057289","0.176838600630528","0.0298905844880531","0.0490759186186605","0.137238193267109","0.0110482473460491","0.31876865428507","0.0945769374978697","0.0721038906242846","Inf","Inf","0.0449333338545786","AD","C: CENTER_C","NS","OK_sd","NS"
"X1.palmitoyl.GPC..16.0.","2.32651425257927e-34","0.178253482275417","0.402176665832143","1.26010044431722e-09","8.72865345051356e-07","4.04753825737189e-33","0.24068654273407","0.496139759576562","4.33999061659509e-09","2.04220391937015e-05","-0.50631156760933","0.0447870536827477","Inf","Inf","-0.162625993627081","OK_sd","NS","NS","OK_sd","C: Status"
"N.acetylarginine","0.0305159417157474","1.11572417515431e-05","0.486352708465583","0.0360547258524326","0.659441673995115","0.04242841486503","3.32755539710856e-05","0.578361642240607","0.0447632781168811","0.775788350314341","0.0896117618988104","0.145466365039672","Inf","Inf","0.0146683216743968","C: AGE","OK_sd","NS","AD","NS"
"piperine","0.00783723555041064","0.00342952642393098","0.0010267927251833","7.23733891515445e-13","0.922674724849778","0.011949582743716","0.00673978853961888","0.00271609693581625","3.66123274447911e-12","0.954321342699047","0.11014281981071","0.0971795235737201","Inf","Inf","0.00323100903350202","OK_sd","C: Status, GENDER, CENTER_C","OK_sd","OK_sd","NS"
"campesterol","0.000268645873358242","0.634649416771488","0.686809711575876","0.296158316085605","0.0426771305291932","0.000502138361084207","0.702436086562692","0.752827769473718","0.319130817742828","0.114226560410483","-0.147125992751071","0.015816822011","Inf","Inf","0.0673915116689074","OK_nc","NS","NS","NS","NS"
"myristoylcarnitine..C14.","0.464341938239064","3.53238995462474e-17","0.00350040628566755","2.13336355647239e-20","0.425456054064312","0.515639942872675","6.14545278003304e-16","0.00824661689175498","2.27950735915987e-19","0.590403663282392","0.0303137036574142","0.275096024760836","Inf","Inf","0.0265248875611562","NS","OK_sd","C: AGE","OK_sd","NS"
"X1.stearoyl.GPC..18.0.","1.23493169528288e-43","0.700667217257244","0.00814680802917209","9.89442874636143e-13","1.9570173959694e-09","3.55856097835187e-42","0.760036302012854","0.0173937078755843","4.90027000321623e-12","1.47537367018359e-07","-0.573767511617602","0.012795713229714","Inf","Inf","-0.197790490576941","OK_sd","NS","C: Status","OK_sd","C: Status"
"X1.oleoyl.GPC..18.1.","9.89676509707166e-53","0.068560094497083","0.0948933744828072","5.80757455327674e-17","1.25813897865049e-05","6.10450465305738e-51","0.102237415640156","0.148867409448751","4.42745992629019e-16","0.000165756756701817","-0.633042845943213","0.0605704372520293","Inf","Inf","-0.144608852105884","OK_sd","NS","NS","OK_sd","C: Status, CENTER_C"
"N.acetylthreonine","0.0934658453158153","6.98116018421373e-06","0.000108242050626379","0.154632230060248","0.0706594424204639","0.12090862925983","2.12886165617484e-05","0.000362677685679003","0.173418129084097","0.167630880007989","0.0694840534920977","0.148767867239716","Inf","Inf","0.0601173836623053","NS","OK_sd","OK_sd","NS","NS"
"N.acetylisoleucine","2.28467835143904e-27","1.82213896122306e-06","1.81181911680959e-11","9.45523872220219e-10","0.0248281866480755","2.52057603488031e-26","6.19709917388393e-06","1.70738787604903e-10","3.2983956159456e-09","0.0765723847305418","0.448899594378103","0.157856250370725","Inf","Inf","0.0745944115084817","OK_sd","OK_sd","OK_sd","OK_sd","C: Status, AGE, GENDER"
"X10.nonadecenoate..19.1n9.","3.81158678394707e-06","1.74527659872669e-08","0.00455821761765769","9.77963947739123e-08","0.155360223883307","8.96416510540064e-06","8.5499651424986e-08","0.010537480932132","2.61239582102754e-07","0.293218113782542","0.191426266574256","0.18595195005342","Inf","Inf","0.0472695971304669","OK_sd","OK_sd","OK_sd","OK_sd","NS"
"X10.heptadecenoate..17.1n7.","1.35681460476902e-06","1.7271341538042e-07","1.96953158323191e-07","0.000418547067082431","0.785046127525527","3.38455407844037e-06","7.08072823780151e-07","1.13729972699817e-06","0.000712632835672345","0.864697723256607","0.200118164362083","0.172668124414411","Inf","Inf","-0.00907884615618332","OK_sd","OK_sd","OK_sd","OK_sd","NS"
"hyocholate","0.187853295625247","0.905579165892498","0.61845834996825","3.35107077100444e-07","0.905567010564763","0.228011558285742","0.928385281942172","0.69762924431165","8.46816207868347e-07","0.944977225533086","-0.0536113983161578","0.00394838866914016","Inf","Inf","0.00394889935463763","NS","NS","NS","OK_nc","NS"
"epiandrosterone.sulfate","0.159938411855572","0.000188561924200274","1.74445332319636e-16","0.800579041970938","0.837548176277821","0.196413054197295","0.000466931626167468","2.69002631770166e-15","0.806489861226088","0.895134570182901","-0.0582129912626544","-0.123811218972487","Inf","Inf","-0.00682480265779015","NS","OK_sd","OK_sd","NS","NS"
"bradykinin..des.arg.9.","9.84218397233052e-05","0.939224303210147","0.28049906358106","1.25634299528124e-11","0.399842511359983","0.000195833484610741","0.954702156896007","0.372808255905484","5.41224585586236e-11","0.568037437812611","0.0990308249917626","-0.00253796812367376","Inf","Inf","0.0280190176850556","OK_sd","NS","NS","OK_sd","NS"
"N.acetylhistidine","0.992777522661474","5.12703744353541e-12","4.82707938677189e-06","0.787908304697222","0.26466464107826","0.993509659477596","4.34836863179847e-11","2.19810292880854e-05","0.796121794098384","0.428579854347493","-0.000380625589401551","0.226749278382598","Inf","Inf","0.0371167910650213","NS","OK_sd","OK_sd","NS","NS"
"gamma.glutamylglycine","3.07293416305617e-09","0.17907216180533","0.00100021227999202","0.643250278819934","0.463558625449554","9.54226924317441e-09","0.241551613886514","0.00266134914499837","0.66178212915743","0.620976362028672","-0.245531910058741","0.0447028066338896","Inf","Inf","-0.0243958247729688","OK_sd","NS","OK_sd","NS","NS"
"gamma.glutamyltryptophan","2.87269030460857e-05","0.0583324457064464","3.30331291392829e-06","3.94717559264263e-06","0.0820044531282083","6.11009520901854e-05","0.08866736301879","1.55645681395857e-05","8.82424592951573e-06","0.18622765173666","0.173281219819799","0.0629563812617986","Inf","Inf","0.0578435802465712","OK_sd","C: Status, GENDER","OK_sd","OK_sd","NS"
"stachydrine","0.818299437027546","0.00140625790000466","0.911977955838723","1.10569812014324e-11","0.801534286172718","0.845884888448346","0.0029134228554295","0.93400308382879","4.77844697144704e-11","0.874392536186188","0.00952132071398548","0.105998315815528","Inf","Inf","-0.00836697149312969","NS","OK_sd","NS","OK_sd","NS"
"alpha.hydroxyisovalerate","5.95366418573905e-13","0.927411293634477","2.50983178491634e-28","0.000315441646953512","0.00257308272312097","2.58946227565637e-12","0.94552751725168","9.2049776544094e-27","0.000546684948807044","0.0129894401152404","0.298296842511902","-0.00303252767622436","Inf","Inf","0.100095669005402","OK_sd","NS","OK_sd","C: Status","C: Status, GENDER, CENTER_C"
"nicotinamide.riboside","0.0517364848722989","1.28069474294272e-05","8.07173391435099e-09","5.41824186516529e-06","9.09770148917874e-05","0.0693739228969462","3.77804949168101e-05","5.76491732724963e-08","1.19359646282943e-05","0.000839835436790173","0.0788974356061036","0.144481599033473","Inf","Inf","0.129717620860979","C: AGE, GENDER, sitagliptin","OK_sd","OK_sd","OK_sd","OK_sd"
"gamma.glutamylmethionine","0.00190968763027261","0.952258475415691","2.03863462166838e-14","1.62652342056404e-08","0.0299603715710097","0.0032191877196024","0.962072274401645","2.53800658862751e-13","4.80869778149324e-08","0.0880004853287017","0.128571915512481","0.00199292771452568","Inf","Inf","0.0721593008269842","C: CENTER_C","NS","OK_sd","OK_sd","OK_sd"
"gamma.glutamylthreonine","0.517927484777998","0.354941145464684","0.0010351750331732","0.000218812596286556","0.634718126767386","0.566796449067535","0.437205507495766","0.00273294264594558","0.000386625902553198","0.754234844439017","0.026785815731767","0.0307848823394568","Inf","Inf","0.0158136135375087","NS","NS","OK_sd","OK_sd","NS"
"p.cresol.sulfate","0.0445193927466992","5.80809800690034e-15","0.571937200103436","7.29637195495171e-05","0.170470143339249","0.0601122546838516","7.23081559207685e-14","0.656614873553607","0.000136756584846263","0.311343182384066","-0.0832263415631782","0.255578932195779","Inf","Inf","0.0456027561685348","C: CENTER_C","OK_sd","NS","OK_sd","NS"
"erythronate.","5.97922522877468e-28","9.60509154167023e-21","0.00158915176633829","7.01862212193074e-13","2.94004137159207e-05","6.76150719620603e-27","2.69493067204828e-19","0.00400088858426913","3.56714240429214e-12","0.000340994541987217","0.453955665640303","0.303546988983346","Inf","Inf","0.138405818879314","OK_sd","OK_sd","C: Status, AGE","OK_sd","OK_sd"
"Fibrinopeptide.A.","4.11422997169132e-44","1.9792842207829e-06","0.325720046202968","2.13368974374572e-27","9.04390136739404e-08","1.26886592536025e-42","6.6482393257485e-06","0.418478994668448","3.53099631983285e-26","3.31691193393344e-06","0.576744344585459","0.157311284105982","Inf","Inf","0.176519367706626","OK_sd","OK_sd","NS","OK_sd","C: Status"
"Fibrinopeptide.A..des.ala.1..","7.06162458916716e-11","4.76614899185539e-08","0.935644946331312","9.25213997757587e-29","0.000391512268092044","2.53508586441795e-10","2.19988577617271e-07","0.951063814360742","1.74377138188479e-27","0.00278158192565918","0.270033972254099","0.180251179689804","Inf","Inf","0.117617618821547","OK_sd","OK_sd","NS","OK_sd","C: Status, CENTER_C"
"Fibrinopeptide.A..phosphono.ser.3..","0.000907090312742387","0.000334986657867809","0.00105596926900106","4.3928945038707e-24","0.174924646168271","0.00159239528381814","0.00079056851256803","0.00277703546130705","5.90213647698271e-23","0.316496993133792","0.137422880710804","0.118964218867865","Inf","Inf","0.0451326036801713","C: CENTER_C","OK_sd","OK_sd","OK_sd","NS"
"HWESASXX.","0.482784454951394","0.131217571401229","0.00237101554066018","5.97262762773377e-07","0.275164674310968","0.533066318445112","0.182067734551604","0.0057557568670409","1.46297034130591e-06","0.436948549140705","0.0289161828366264","-0.0502091710100123","Inf","Inf","0.0363124665145728","NS","NS","OK_sd","OK_sd","NS"
"HXGXA.","0.504212400569471","0.70649888017345","0.62133689557128","0.218096222823564","0.370377722284952","0.554470200626233","0.764528692500297","0.699132808698364","0.239835149409705","0.542181843733204","0.0129867178712236","0.0125341874054646","Inf","Inf","0.0298108548684659","NS","NS","NS","NS","NS"
"N.acetylproline","1.53819939507453e-15","0.000168288180125737","0.00125417332047165","2.2991176898136e-10","0.0113871622812529","8.18563364359271e-15","0.000421341439908903","0.00323557641802286","8.66639640299184e-10","0.0419901609121202","0.330235306147955","0.12475008201198","Inf","Inf","0.084086781121757","OK_sd","C: Status","OK_sd","OK_sd","C: Status, AGE, GENDER, CENTER_C"
"eicosenoate..20.1.","0.029765017233525","1.17063844775349e-15","0.719680418878286","2.98069937331466e-18","0.17271902453159","0.0415119510646386","1.57282809267474e-14","0.780037003528621","2.64366604548235e-17","0.314603646025996","0.0900207923829435","0.261881270459507","Inf","Inf","0.0453642654695611","C: AGE","OK_sd","NS","OK_sd","NS"
"linolenate..alpha.or.gamma...18.3n3.or.6..","0.215480045083003","2.04576960281386e-06","0.000406027848388318","3.44613853062347e-13","0.263593087753931","0.257400018642285","6.83770776112907e-06","0.00118490277475903","1.82672265080314e-12","0.427865813495316","0.0513106018429095","0.157093117087193","Inf","Inf","-0.0372000977790631","NS","OK_sd","OK_sd","OK_sd","NS"
"aconitate..cis.or.trans.","8.97059767566859e-13","6.92853207568983e-22","0.506753814768308","0.0771471454830604","0.0317258100502832","3.85224716641844e-12","2.61167167408642e-20","0.599513841050825","0.0907180904857131","0.0915998388047537","0.295973322122868","0.31202296949561","Inf","Inf","0.0714044303086508","OK_sd","OK_sd","NS","C: Status","C: Status, AGE"
"heme","0.721386341424994","0.666256478278513","0.604662822906115","4.3985526704366e-13","0.875973757521719","0.759442409087446","0.731332807308662","0.686059741374246","2.30456987404729e-12","0.923646214970394","-0.0147762262393055","-0.0143557145454949","Inf","Inf","0.00519526005021935","NS","NS","NS","OK_nc","NS"
"stearoylcarnitine..C18.","0.000112472167307062","7.37638043166012e-12","8.63877053314535e-07","3.27076573640299e-39","0.985953469574063","0.000221516300487203","6.02996882274866e-11","4.44045894449933e-06","1.05676883435687e-37","0.994011038790492","-0.159970686148637","0.225090037946859","Inf","Inf","0.000586040677697496","OK_sd","OK_sd","OK_sd","OK_sd","NS"
"laurylcarnitine..C12.","0.00066869637850106","7.73335967287999e-09","0.000896442858943264","1.18337238901198e-08","0.789903836638293","0.00118928045298288","3.98902282585203e-08","0.00241843530732805","3.57024027867812e-08","0.866310545703372","-0.14092236374172","0.19044379915593","Inf","Inf","-0.00886869852503437","OK_sd","OK_sd","OK_sd","OK_sd","NS"
"isovalerylcarnitine..C5.","6.01937386657417e-16","0.00126297784102412","5.28054115113748e-16","0.451333930286614","0.0306486388339476","3.36143635265068e-15","0.00264077184941406","7.96188260232619e-15","0.474040358667906","0.0892493624413454","0.335052776294411","0.107018070982209","Inf","Inf","0.0718605868352858","OK_sd","OK_sd","OK_sd","NS","C: Status"
"X1.linoleoyl.GPC..18.2.","2.36240130054694e-59","0.0670569691007449","0.0933914868679994","0.000387817806232561","1.30496125488785e-06","2.6714821373685e-57","0.100276239957358","0.146680842222078","0.000662807006369755","2.810845115687e-05","-0.672946042061968","-0.0609018658251131","Inf","Inf","-0.160037046417949","OK_sd","NS","NS","OK_sd","C: Status"
"X7.methylxanthine","0.000172204139714482","0.0116199458813424","0.631317357041536","8.3899129196589e-07","0.794099184978051","0.000330992942765654","0.0204517076017921","0.706263523087688","2.00795623138926e-06","0.867626887290834","-0.155607694317885","0.0838514608845363","Inf","Inf","-0.00868748893563652","OK_sd","OK_sd","NS","OK_sd","NS"
"X1.3.7.trimethylurate","0.0335979620548921","2.08980053658497e-09","0.374961987501453","1.04061178949352e-14","0.363904519726746","0.0464754684082453","1.16223742956796e-08","0.470261938114114","6.33233272799422e-14","0.533857765696427","0.0879870019201708","0.197445900999048","Inf","Inf","-0.0302161568357307","C: AGE","OK_sd","NS","OK_sd","NS"
"X3.7.dimethylurate","0.116305076213086","0.353366633891292","0.0640099109960191","0.000294449676560514","0.725108642840683","0.147363201140203","0.435932988872273","0.106445522160175","0.000512924532853167","0.818612669163733","-0.0650244850192586","0.0308857141189731","Inf","Inf","-0.0117046688376293","NS","NS","NS","OK_nc","NS"
"X1.7.dimethylurate","0.862366326384086","1.31184035977054e-13","0.441533514254948","5.58410044195681e-20","0.736714606940074","0.881198121162052","1.37997470403769e-12","0.534965159682111","5.7406244694965e-19","0.828185466431407","0.00718643836705946","0.242792682906687","Inf","Inf","-0.0111910233126351","NS","OK_sd","NS","OK_sd","NS"
"X1.methylurate","0.0253503751085229","5.01428788010034e-09","0.398253105210565","4.62082567365355e-13","0.984113877830906","0.0359086211088368","2.65796431769381e-08","0.492730995939932","2.41171555351841e-12","0.994011038790492","-0.0926226807403452","0.192791175090922","Inf","Inf","-0.000662800530205697","C: CENTER_C","OK_sd","NS","OK_sd","NS"
"X5.acetylamino.6.formylamino.3.methyluracil","0.568062618206922","1.0019543491926e-08","0.0402677651804821","3.53041845152363e-16","0.0862916120724995","0.615212268880122","5.1114738791517e-08","0.0711502048827008","2.54828608442424e-15","0.194191903121695","0.0234113142376694","0.189026327029109","Inf","Inf","0.0570506576941011","NS","OK_sd","C: AGE","OK_sd","NS"
"X5.acetylamino.6.amino.3.methyluracil","0.379390594870542","6.12312908906916e-15","0.179326992314044","1.70372028099421e-18","0.215653564942718","0.429027531032772","7.55371470351531e-14","0.256424371517553","1.57275402810145e-17","0.366719157427655","-0.0364150750457319","0.255368150600122","Inf","Inf","0.0411975805908252","NS","OK_sd","NS","OK_sd","NS"
"indolebutyrate","0.000183700854101861","0.69455909977364","0.012191793425302","3.82365590216936e-11","0.00356882735308859","0.000350239266831495","0.754617052356148","0.0247298410734452","1.57711278396469e-10","0.0169629832066225","-0.15472714258121","-0.0130704854463673","Inf","Inf","-0.0967694379524964","OK_sd","NS","OK_sd","OK_sd","C: Status, GENDER"
"X1.methylxanthine","0.00959493216331561","8.76556149685967e-08","0.000123163752517342","8.56688227695901e-23","0.834777649479566","0.0144509688630625","3.87454949551745e-07","0.000407641980892764","1.10716754760318e-21","0.89473885433225","-0.107285287400725","0.176703325112703","Inf","Inf","0.00694288104092223","C: CENTER_C","OK_sd","OK_sd","OK_sd","NS"
"X2.myristoylglycerol..14.0.","0.816826259091077","0.942815053856862","0.449761853138432","0.035112838343763","0.493357883921451","0.845884888448346","0.957634751559702","0.543478926722041","0.0436738053460004","0.648727372559504","-0.00947587288241508","-0.00238775472713108","Inf","Inf","-0.0227979845786013","NS","NS","NS","OK_nc","NS"
"N1.methylinosine","7.30680425484224e-12","8.60711632616648e-16","9.1784226188168e-08","8.03200529434757e-06","0.00586835316617498","2.88236435285492e-11","1.20410895408329e-14","5.66141795169745e-07","1.72732665363386e-05","0.0249682548411435","0.283798984240964","0.263072152976721","Inf","Inf","0.0915151394864986","OK_sd","OK_sd","OK_sd","OK_sd","C: Status, AGE"
"N2.N2.dimethylguanosine","1.04170362552975e-23","1.34802054596348e-18","0.0243696117529182","8.31328941476855e-06","0.0212299103952379","9.55129608002613e-23","2.90359346170229e-17","0.0456761921943508","1.7849895151647e-05","0.0681063555705384","0.415768125163328","0.286805313573341","Inf","Inf","0.0765766114052967","OK_sd","OK_sd","C: Status, AGE","C: Status","C: Status, AGE, GENDER, CENTER_C"
"N4.acetylcytidine","1.72500426015464e-19","1.83418523518986e-05","0.410377579989369","6.44328439544792e-06","0.0569322796586637","1.20661380465456e-18","5.29572205138861e-05","0.503510285755491","1.40120784048443e-05","0.141237849171493","0.374007248929136","0.141885834585811","Inf","Inf","0.063309468959072","OK_sd","C: Status","NS","OK_sd","NS"
"N6.carbamoylthreonyladenosine","7.67568751189603e-07","2.60053672851475e-16","1.99686432359674e-05","0.00106362576508028","0.805225177940482","1.93964766362065e-06","4.01014584158468e-15","7.78662323885282e-05","0.00169406122442951","0.87532906984954","0.20476520514015","0.26765028470283","Inf","Inf","-0.00820815105319483","OK_sd","OK_sd","OK_sd","OK_sd","NS"
"orotidine","3.16549626959202e-24","3.0941631387676e-18","1.28123882760264e-10","0.000313839137313646","0.00378893240460534","3.02505523791293e-23","6.08198898863279e-17","1.11451351862614e-09","0.000544773356207392","0.0176686641685548","0.420608319225569","0.283878834585798","Inf","Inf","0.0961501925337042","OK_sd","OK_sd","OK_sd","OK_sd","C: Status, AGE, GENDER, CENTER_C"
"phenylacetylglutamine","0.515798732910525","1.54243054609914e-19","0.0359688393125245","6.04073829343522e-05","0.0066937930948261","0.564922421759147","3.60875560526988e-18","0.0644778268785942","0.000114647298799882","0.0275256885747849","0.0269221592264778","0.294282957915052","Inf","Inf","0.0900813433021279","NS","OK_sd","C: AGE","OK_sd","C: AGE, GENDER, CENTER_C"
"X4.hydroxyhippurate","8.34871106912025e-08","1.37543071071499e-08","0.568132243336101","0.00130078424541991","0.00524875956202176","2.30268311398296e-07","6.81189589211766e-08","0.652904649596142","0.00203829586724574","0.0228287395053318","0.221995614284254","0.187277526419188","Inf","Inf","0.0927160502417707","OK_sd","OK_sd","NS","C: Status","OK_sd"
"X5.6.dihydrouridine","0.000804967801575145","2.46125851544375e-06","0.0064821990656843","0.00627105539363827","0.433227041185688","0.00142231940981442","8.10662088703198e-06","0.0140967053399577","0.00882761635805719","0.597448267163596","0.138809039573699","0.155866665712232","Inf","Inf","0.0260820695640027","OK_sd","OK_sd","OK_sd","OK_sd","NS"
"X3..3.amino.3.carboxypropyl.uridine.","0.000149348690498928","7.2589941054359e-17","0.000340849905857138","0.00022152924354831","0.184690129956327","0.000289110089881661","1.18680180735862e-15","0.00100769786982165","0.00039040932921436","0.327858779194253","0.157073386886028","0.272436174516183","Inf","Inf","0.0441322571839793","OK_sd","OK_sd","OK_sd","OK_sd","NS"
"X1.margaroylglycerol..17.0.","0.715920702029606","0.0769763729857345","0.170391395063432","0.683590396390393","0.452854087990793","0.754859667951963","0.113540150153958","0.244678437143997","0.700628525605561","0.612074698609069","-0.015037551270835","0.0588175157518643","Inf","Inf","0.0249835950042006","NS","NS","NS","NS","NS"
"X1.pentadecanoylglycerol..15.0.","0.0946740275036406","0.236090836680538","0.911356400094341","0.0335225271928427","0.403808304534906","0.122175132667903","0.308349629812791","0.93400308382879","0.0420425780043322","0.570799863806111","-0.069217047481622","0.0394237391682208","Inf","Inf","0.027784033702145","NS","NS","NS","OK_nc","NS"
"X1.arachidonylglycerol..20.4.","0.649547553033691","0.416196553389205","0.175156563362801","0.0139831761552034","0.0480829297895698","0.690780587356362","0.498256927562964","0.250989922368872","0.0186396562304627","0.12357677220539","0.0188267642280118","0.0270587304627778","Inf","Inf","0.0657253461289253","NS","NS","NS","OK_nc","NS"
"X1.linolenoylglycerol..18.3.","0.177101770174268","0.00205970541948146","0.0742808354832923","1.0528589541986e-08","0.990677952592311","0.215927315477521","0.00418416205724004","0.120573078649315","3.21785946136825e-08","0.996552988634371","-0.0559121947894061","0.10230457007909","Inf","Inf","0.000388917487539343","NS","OK_sd","NS","OK_sd","NS"
"cysteine.glutathione.disulfide","5.67741256417795e-09","0.197333384041987","0.406130200251469","0.000605068997676408","0.243593882049558","1.71205529990877e-08","0.262788422124609","0.499654289883266","0.00100622381108687","0.404598406292841","-0.238476134207447","-0.0428935563709835","Inf","Inf","-0.0387998715611835","OK_sd","NS","NS","OK_sd","NS"
"X1.palmitoyl.GPA..16.0.","8.09963580539977e-05","0.0386034036686402","0.326266669552416","0.000821377241189441","0.0939126278936472","0.000164047847581007","0.061701788902644","0.418478994668448","0.00133646153032862","0.205879541278965","-0.16325997295854","0.0687692320508053","Inf","Inf","-0.0557162925367895","OK_sd","C: CENTER_C","NS","OK_sd","NS"
"X5.methyluridine..ribothymidine.","9.97489554811203e-05","0.691037146271796","0.750383968130164","9.54810795770742e-05","0.187806434261262","0.000198183503056926","0.752839317788815","0.804321520341732","0.000176043240470231","0.331408753306284","-0.161180734664197","-0.0132293236360204","Inf","Inf","-0.0438212866236404","OK_sd","NS","NS","OK_sd","NS"
"isovalerylglycine","2.26125148714403e-06","0.0330100382124322","0.510634802640198","0.00498824768610282","0.0478344574622789","5.52886174424224e-06","0.053518066731506","0.602549067115434","0.0070954424633559","0.123405625050024","-0.195732448615546","0.0708776032911981","Inf","Inf","-0.0657983859943375","OK_sd","OK_sd","NS","OK_sd","NS"
"X3.hydroxydodecanedioate.","1.14854657677385e-11","6.25933660050773e-18","0.000219798361059743","3.82772793968902e-09","3.08221131380218e-07","4.42777757011965e-11","1.16355065299849e-16","0.000680973461091487","1.24046365709042e-08","8.71366823506159e-06","0.281066433367798","0.281369830505359","Inf","Inf","0.169146100253355","OK_sd","OK_sd","OK_sd","OK_sd","OK_sd"
"X7.methylguanine","0.00961633874827197","6.54899090127389e-07","2.38162598359082e-09","2.89960736808889e-05","0.678251051473978","0.0144671526401387","2.42698857686256e-06","1.75644916289823e-08","5.76100614714001e-05","0.787699020856829","0.107256882505993","0.16445102184216","Inf","Inf","0.0138085379470621","C: AGE, GENDER, CENTER_C","OK_sd","OK_sd","OK_sd","NS"
