"","Status","AGE","GENDER","CENTER_C","GLYCATHB","Status","AGE","GENDER","CENTER_C","GLYCATHB","Status","AGE","GENDER","CENTER_C","GLYCATHB","Status","AGE","GENDER","CENTER_C","GLYCATHB"
"acetoacetate","0.000785686416037944","0.0158062535023168","0.00197692490794614","1.47959699895915e-09","0.0696638625791601","0.00139187528271996","0.027393468713466","0.00494049189702193","5.04475660197881e-09","0.0964631239999187","0.139732833046711","0.080516189479533","Inf","Inf","0.060565749396957","OK_sd","C: Status, GENDER, CENTER_C","OK_sd","OK_sd","C: Status, AGE, GENDER"
"creatine","7.20060935006489e-17","0.0977001074141605","1.43352197732793e-18","0.000114542153703245","2.00708790712395e-11","4.38171609329061e-16","0.140146982834055","2.59371909764533e-17","0.00021004554402068","9.55655540339368e-11","0.347566024516361","0.0552997467006603","Inf","Inf","0.221293933784701","OK_sd","NS","OK_sd","OK_sd","C: Status"
"cys.gly..oxidized","0.0895901645112919","0.387466249371584","0.369519539519722","0.0106712546339672","0.785446473506583","0.116005585154411","0.469038091344549","0.46558775777926","0.0145536608425061","0.821148585938701","0.0707175986242118","0.0288736479917164","Inf","Inf","0.00909685926538676","NS","NS","NS","OK_nc","NS"
"estrone.3.sulfate","0.00935814341979665","1.10352777218891e-11","0.00812200776054975","8.0029971928954e-05","0.00911944097066818","0.0141414260809177","8.65599529977078e-11","0.0173841711846467","0.000150416443085306","0.0152590399472216","0.0967684031939595","-0.22408588061833","Inf","Inf","0.0869710782792788","C: CENTER_C","OK_sd","OK_sd","OK_sd","AD"
"dihomo.linoleate..20.2n6.","2.21949572964744e-09","1.39020146733094e-06","0.712861185954968","0.00094674642096743","1.91287214177797e-06","7.17108501221804e-09","4.81250865093899e-06","0.772645870080584","0.0015349281878767","5.14013365622317e-06","0.249141579956109","0.160240563797274","Inf","Inf","0.158143128919857","OK_sd","OK_sd","NS","OK_sd","C: Status"
"gamma.glutamylhistidine","0.959645727666613","0.0225908956106224","0.000208907010302041","0.146220709563082","0.36565606795108","0.967488300478153","0.0380345475727229","0.00065621947449044","0.164938905134748","0.426651147213771","-0.00211347936607198","0.0760896843213099","Inf","Inf","-0.0302234332158618","NS","C: GENDER","OK_sd","NS","NS"
"X2.hydroxystearate","0.0283705790752571","0.118329852394978","0.156432803755701","0.0878499307494904","0.0187302136381026","0.0398952080882113","0.166743104569039","0.227523381239535","0.10268075454527","0.0295545347754712","-0.091319679677593","0.0521558571789978","Inf","Inf","-0.0784374870847481","AD","NS","NS","NS","AD"
"N1.methyladenosine","1.08605704087857e-11","8.29473440388235e-06","0.095483702612031","1.13491791706647e-10","9.3080818841279e-07","4.27182436078903e-11","2.51248986296168e-05","0.149620536310076","4.43828130679883e-10","2.60434373541475e-06","0.283038314775247","0.148131416671392","Inf","Inf","0.162839271239414","OK_sd","OK_sd","NS","OK_sd","C: Status, CENTER_C"
"glycerol","1.40262612372696e-11","0.00163694065424804","1.37567772903335e-20","0.00364337591951648","9.42197915337575e-07","5.40728309629966e-11","0.00336564919365848","2.91686668484102e-19","0.00535651259239855","2.63078718336027e-06","0.281498080497507","0.104947444930702","Inf","Inf","0.162761082712555","OK_sd","C: Status","OK_sd","OK_sd","C: Status"
"choline","0.34909609855276","1.75046462707162e-06","1.79666652519458e-07","0.000383505973049288","0.44365796599832","0.399093012414571","5.90813638141809e-06","1.06933178714432e-06","0.000660428433284117","0.504646990661962","-0.0390096177787043","0.158728929827512","Inf","Inf","-0.0255942414980133","NS","OK_sd","OK_sd","OK_sd","NS"
"anthranilate","0.868396918279807","1.74906668314133e-06","0.055812280198681","0.0207667979023427","0.449580118200619","0.886026028650901","5.90813638141809e-06","0.0946715802870127","0.0270446686693657","0.510954958457488","-0.00690789283212023","0.15873419514576","Inf","Inf","-0.0252630529029714","NS","OK_sd","C: CENTER_C","OK_sd","NS"
"X12.HHTrE","2.98342166903121e-07","1.32503138658606e-07","0.144100050482948","1.07656624978854e-14","0.0500878418555704","7.84593644355689e-07","5.60145667164262e-07","0.21185673727558","6.70137798606905e-14","0.0707275768969917","-0.199199773018106","-0.174925342377008","Inf","Inf","-0.0654008756224036","OK_sd","OK_sd","NS","OK_sd","C: AGE"
"gamma.glutamylleucine","2.56082751828464e-33","4.98541775336127e-05","5.25935560214925e-28","6.00610284772044e-10","4.3772774229507e-31","4.23785724672226e-32","0.000134765177117754","1.98248487558793e-26","2.15454711838473e-09","9.42851660784778e-30","0.50099883613876","0.134929289350639","Inf","Inf","0.373365414245311","OK_sd","OK_sd","OK_sd","OK_sd","OK_sd"
"X3.methoxytyrosine","3.70508919944102e-05","0.00101760426873961","0.00276397078117389","0.00321699920918261","1.05012539026465e-05","7.8071522416793e-05","0.00215091743408046","0.00666200417416158","0.0047814544653459","2.61471587998005e-05","-0.171840348347722","0.109465187029239","Inf","Inf","-0.146460046927913","C: GLYCATHB","OK_sd","OK_sd","OK_sd","OK_sd"
"beta.hydroxyisovalerate","8.36356023519798e-13","0.00524232479166633","4.16993607016085e-24","2.19396311690203e-10","3.82142442657846e-15","3.6259908112344e-12","0.00985295670677453","1.10953004847221e-22","8.31622332300573e-10","2.74374229992961e-14","0.298052703806","0.0930893303382223","Inf","Inf","0.258212024854778","OK_sd","C: Status, GENDER","OK_sd","OK_sd","OK_sd"
"arachidonoyl.ethanolamide","3.4441722024364e-09","0.0836035422262578","0.0723038640839221","8.69096425241023e-90","0.0713969167326824","1.07195910062069e-08","0.121727475108403","0.118497999470872","1.47420481131509e-87","0.0986615234279532","0.237086062037857","0.0577680853905015","Inf","Inf","0.0601943208334123","OK_sd","NS","NS","OK_sd","OK_sd"
"palmitoyl.ethanolamide","0.390155869467765","1.37011217886645e-06","0.0263870652288611","3.4531814045481e-59","0.000906977091074138","0.441569236753759","4.75509520900709e-06","0.0492534353721657","2.03737702868338e-57","0.00175323064471169","-0.0358017614258169","0.160335582551531","Inf","Inf","-0.110534206531663","NS","OK_sd","C: GLYCATHB","OK_sd","OK_sd"
"N.palmitoyl.sphingosine..d18.1.16.0.","0.00453654390700292","1.45839639390929e-05","0.0169293144409443","0.00161644492805733","0.0432533551867184","0.00732867866881305","4.28364481933962e-05","0.0329599421755544","0.00251838779262205","0.062507777410412","0.118233247057052","0.144101903448631","Inf","Inf","0.0674672679916249","C: AGE","OK_sd","C: AGE","OK_sd","C: Status, AGE, GENDER"
"X1.palmitoyl.2.oleoyl.GPE..16.0.18.1.","3.53866145213038e-34","0.190907571253364","0.416906041669372","1.11179112940567e-09","3.41211388363137e-28","6.31837314544859e-33","0.254480917672706","0.512447009551936","3.83893272927097e-09","6.17365138678369e-27","0.50776197011019","0.0436851660547621","Inf","Inf","0.355819315809355","OK_sd","NS","NS","OK_sd","OK_sd"
"X1.palmitoyl.2.linoleoyl.GPI..16.0.18.2.","2.93884975298381e-06","0.00554919727717901","4.39927173387305e-07","3.97853862908359e-08","3.55289527970192e-07","7.14698766093015e-06","0.0103756722495528","2.45671265138507e-06","1.12476602493051e-07","1.03683417087215e-06","0.194746990463286","-0.0924764501519064","Inf","Inf","0.168917651000555","OK_sd","OK_sd","OK_sd","OK_sd","OK_sd"
"X1.palmitoyl.2.linoleoyl.GPC..16.0.18.2.","7.19536373916925e-05","0.0564514929307129","0.0751548928645334","1.07727754208492e-09","0.0010221893433093","0.000145515776364421","0.0865589558270931","0.12228440002059","3.73878676370649e-09","0.00195092959053548","-0.165366732097672","-0.0636793122168795","Inf","Inf","-0.109423239791579","OK_sd","C: Status","NS","OK_sd","C: Status, AGE"
"stearoyl.sphingomyelin..d18.1.18.0.","0.738880481299646","0.12435552880169","1.26240257331467e-13","0.664904151711701","0.260691600827873","0.774853796849784","0.1736115767324","1.48963503651131e-12","0.682613711653745","0.318988730679372","-0.0138910602717992","0.0513195646131162","Inf","Inf","-0.037572741009678","NS","NS","OK_nc","NS","NS"
"X1.palmitoyl.2.oleoyl.GPC..16.0.18.1.","0.0240490702271626","0.000625503996660555","0.625379908670096","2.73865175754504e-11","0.305829435689291","0.0342800297250627","0.0013846732235055","0.6997817065821","1.16866365880145e-10","0.365004876192057","0.0939948234231417","0.113924035872339","Inf","Inf","0.0342093825258995","C: AGE, CENTER_C","OK_sd","NS","OK_sd","NS"
"N.stearoyl.sphingosine..d18.1.18.0..","5.56944667727398e-31","3.29935082040724e-10","0.358090585443311","2.92931147188814e-10","4.74853289493821e-21","8.30520784731955e-30","2.08242747129889e-09","0.453683222018907","1.10112899372637e-09","4.9567377987932e-20","0.482133861413657","0.207698755327267","Inf","Inf","0.306980413030823","OK_sd","OK_sd","NS","OK_sd","C: Status"
"glycochenodeoxycholate","4.56470108558648e-06","0.348572844925867","0.00107201581346238","0.00124177971316292","5.23553207492803e-06","1.08291947082882e-05","0.431975662615892","0.00285800679541936","0.00195941287297917","1.34557140637828e-05","0.190948517958784","0.0313160923442496","Inf","Inf","0.151340811806529","OK_sd","NS","OK_sd","OK_sd","C: Status"
"taurochenodeoxycholate","0.0102282066869733","0.246484183962765","0.627294769658997","0.0010404049234416","0.0110144504958589","0.0153197312077515","0.319769634452651","0.699971218346824","0.00166882917388919","0.0182053706734234","0.106976798049809","0.0387134636260502","Inf","Inf","0.0848009127871535","C: CENTER_C","NS","NS","OK_sd","C: CENTER_C"
"taurocholate","0.00241087299577484","0.33198854368487","0.332806418355368","0.025837002310562","0.000161319778352188","0.00399457222865258","0.414070270018722","0.427668853890373","0.0329828900615547","0.00034858429812726","0.126218145812705","0.0324098372368637","Inf","Inf","0.125581593604986","AD","NS","NS","OK_sd","AD"
"taurodeoxycholate","3.07934330007788e-07","0.0415365397683395","0.256210369147959","0.000225409118478012","0.000456269846120666","8.06692829769437e-07","0.0657702269143952","0.346983503925928","0.000397246978928133","0.000915914469209681","0.211689567518428","0.0680293616101606","Inf","Inf","0.116732422347682","OK_sd","C: Status, CENTER_C, GLYCATHB","NS","OK_sd","C: Status"
"X2.hydroxyhippurate..salicylurate.","0.196287758291425","0.000253407385059608","0.92014506477378","0.236719036013318","0.182847251927247","0.236977302492405","0.0006116253716735","0.94171206489239","0.259473127520253","0.231027673058914","0.0538329251133461","0.121810197672675","Inf","Inf","0.0444906879865633","NS","OK_nc","NS","NS","NS"
"azelate..C9.DC.","2.85749603161896e-05","4.54268413471357e-05","0.893698175454133","2.50905050003112e-76","0.291990956565381","6.12578533160651e-05","0.000124533785268814","0.922944006157731","2.61906271426326e-74","0.350337513757049","0.174312829688305","0.135643789964632","Inf","Inf","0.0352026955286056","OK_sd","C: Status","NS","OK_sd","NS"
"eicosapentaenoate..EPA..20.5n3.","0.000367807422777114","1.49590416501723e-08","0.0487239105900388","5.10329540322987e-19","0.001066299996811","0.000684656615512406","7.43568480559847e-08","0.0844423329127492","4.94655133013067e-18","0.00202090655820186","-0.148389412915965","0.18752702981012","Inf","Inf","-0.109028335936736","C: CENTER_C","OK_sd","C: Status, GLYCATHB","OK_sd","C: Status, CENTER_C"
"methylsuccinate","0.188091010430912","5.43711144461198e-17","0.0912078571343015","6.89702230141653e-06","0.157099852604875","0.228300090478308","8.99775637846154e-16","0.144123822949633","1.50712709549472e-05","0.201674770151534","-0.0548346564293201","0.274532633974132","Inf","Inf","-0.0472550351388676","NS","OK_sd","NS","OK_sd","NS"
"ethylmalonate","0.134151958745206","2.13543341554829e-07","0.109337159414868","0.000864579009137626","0.665822142101651","0.167473972416968","8.70205148618329e-07","0.167635579921935","0.00141183359253882","0.715376600817055","0.062402649666186","0.172044632874545","Inf","Inf","0.0144316711704504","NS","OK_sd","NS","OK_sd","NS"
"carnitine","3.25252917667293e-09","1.91696925772785e-09","2.83874509181574e-06","0.0029198115135769","0.0198729316463178","1.02168566961694e-08","1.07938891399863e-08","1.35640038365984e-05","0.00437327177033537","0.0311044616425066","0.246535920463692","0.198655452901866","Inf","Inf","0.0777017193733296","OK_sd","OK_sd","OK_sd","C: Status","C: AGE, GENDER, CENTER_C"
"benzoate","0.143449191798517","0.321357049497564","0.908596483044321","3.28704636117194e-13","0.0477494758028402","0.178587663550997","0.402289221557375","0.934064717796321","1.77710036339057e-12","0.0677782831218139","-0.0585578543262633","0.0331296190448026","Inf","Inf","-0.0660796449816003","NS","NS","NS","OK_sd","C: CENTER_C"
"X3.phenylpropionate..hydrocinnamate.","3.65699766087015e-47","0.043092456776485","0.598350604882741","4.98146547789767e-15","7.65162464596635e-34","1.6541819419336e-45","0.0679169150356447","0.677764416382203","3.15880778201268e-14","1.9967797393416e-32","-0.600836127179345","0.067519138928708","Inf","Inf","-0.389146838835351","OK_sd","C: CENTER_C","NS","OK_sd","C: Status"
"phenylacetate","0.00557814093810665","2.89351051314656e-05","0.514955626001887","0.00278553307558845","0.109399605815051","0.00882227586517887","8.12938667979272e-05","0.607537453679823","0.00419185146410699","0.146681231797992","-0.115430715514097","0.13905995055189","Inf","Inf","-0.0534589017471988","C: CENTER_C","OK_sd","NS","OK_sd","NS"
"hippurate","1.54739513728059e-15","5.75926573925671e-12","0.533946013308654","5.63462185676111e-07","1.07390536970334e-07","8.36579761470025e-15","4.82427383220454e-11","0.625163710146543","1.38267303067357e-06","3.3890455504359e-07","-0.332128939612394","0.227079613684881","Inf","Inf","-0.17617883546428","OK_sd","OK_sd","NS","OK_sd","C: Status"
"xanthurenate","0.000891813547822681","0.331340026044817","9.13098978439958e-09","0.0422091919420458","0.00343800103991415","0.0015686563347782","0.413641596451533","6.59082613693097e-08","0.0518376496282631","0.00602760647437145","0.138401051528364","-0.0324533126062306","Inf","Inf","0.0975313226935238","OK_sd","NS","OK_sd","C: Status, GLYCATHB","C: Status"
"suberate..C8.DC.","5.37827748318215e-06","0.000351093625751904","0.449056178292949","4.04500907555038e-43","0.0454347983349569","1.26050475728466e-05","0.000827142448168982","0.544079673163868","1.56830780443482e-41","0.0651056191557936","0.189495138997458","0.119019309414908","Inf","Inf","0.0667795890902766","OK_sd","C: Status","NS","OK_sd","C: AGE"
"X3.methyl.2.oxovalerate","4.32292563960461e-30","0.350853928444745","3.97867925360646e-25","1.21478159283652e-15","9.039088337276e-28","5.92546474034693e-29","0.433614554553296","1.1737103798139e-23","8.2837116657244e-15","1.5725695991902e-26","0.474756949872902","-0.0311682680782471","Inf","Inf","0.353157821644668","OK_sd","NS","OK_sd","OK_sd","OK_sd"
"methionine.sulfoxide","0.000503995890012962","0.0128729000102349","0.238586202358004","1.07480507095232e-14","5.51682228507247e-07","0.000919250568209125","0.0227158976773586","0.327362463700516","6.70137798606905e-14","1.572757949757e-06","0.14490940990498","0.0829735642371661","Inf","Inf","0.166167770361189","C: GLYCATHB","OK_sd","NS","OK_sd","OK_sd"
"X3.methylhistidine","0.110411965014159","0.979439847851957","0.291918160613541","1.00794063774262e-11","0.0251575044468592","0.140158125841173","0.98160995091219","0.384595091216092","4.48450965710404e-11","0.0385748401518508","0.066502220600923","0.000861194850188823","Inf","Inf","0.0747151997172779","NS","NS","NS","OK_sd","C: CENTER_C"
"X5.hydroxylysine","1.18879296338468e-18","0.000311641106180837","0.0289338042008432","0.0389078898757513","3.62004128345957e-10","7.98609926392578e-18","0.000740625185792287","0.0533467014953047","0.0481294499192293","1.50686994529283e-09","0.367230068152472","0.120046493652521","Inf","Inf","0.207232267251003","OK_sd","OK_sd","OK_sd","C: Status","C: Status"
"X4.guanidinobutanoate","0.0146714609099871","0.00165397044644015","5.83411016141828e-18","0.442642029158782","0.00567328388985799","0.0216169082028801","0.00339038957072399","1.04169572224271e-16","0.466354995006574","0.00973280181863122","0.101661252685277","0.104847175396842","Inf","Inf","0.0922372655321519","C: AGE, GENDER","OK_sd","OK_sd","NS","C: GENDER"
"glucuronate","2.13514733589904e-12","2.60152641999462e-16","6.89306779376902e-07","0.000144886766429647","3.47285386523683e-09","8.99812091557451e-12","3.83725146949207e-15","3.71186230005737e-06","0.00026320126110446","1.31638622768893e-08","0.292650303125054","0.26865434465443","Inf","Inf","0.195503637540874","OK_sd","OK_sd","OK_sd","OK_sd","C: Status"
"glycerol.3.phosphate","1.8720615049303e-09","0.657673314341761","0.579343407193668","1.07929942771443e-05","2.30524956789402e-10","6.07748196696273e-09","0.722641852276737","0.661758420506572","2.28845206782576e-05","9.86821344994379e-10","-0.2502938604872","0.0148071793387906","Inf","Inf","-0.209491636274184","OK_sd","NS","NS","OK_sd","OK_sd"
"imidazole.lactate","1.33102319915933e-13","0.00420263502494481","3.86542585082577e-10","3.9842959599789e-18","3.98496526931782e-15","6.33753853073409e-13","0.00808932727496468","3.17901992701247e-09","3.58058915078899e-17","2.84610414234962e-14","-0.308382696104829","0.0954389251518742","Inf","Inf","-0.25804543466598","OK_sd","C: GENDER, CENTER_C","OK_sd","OK_sd","OK_sd"
"kynurenine","2.86659703144188e-08","2.33456706862652e-10","4.14263579846545e-07","0.00296472815184888","1.11173260119299e-05","8.27210675541008e-08","1.50857500577437e-09","2.33259617365876e-06","0.00443565171120059","2.76243250361864e-05","0.231168319812856","0.209428714524714","Inf","Inf","0.146053325708015","OK_sd","OK_sd","OK_sd","C: Status","C: Status"
"glycerophosphorylcholine..GPC.","1.04944169617137e-56","0.363624770807541","0.474511759705264","3.97826670824766e-10","7.02101373067496e-44","8.9005773856534e-55","0.446550962883107","0.570338758122271","1.46698584866632e-09","3.17583854417531e-42","-0.661009490390907","-0.0303516557397975","Inf","Inf","-0.44032075663458","OK_sd","NS","NS","C: Status","C: Status"
"N.acetylglutamate","7.6451400051334e-10","2.25025851482895e-15","0.257684163626937","0.131104758753347","4.02291822458022e-07","2.55528447954828e-09","2.92557142909302e-14","0.348284272949953","0.149629232656259","1.15658898956681e-06","0.256275296610906","0.260307089208404","Inf","Inf","0.168145738566899","OK_sd","OK_sd","NS","NS","C: Status"
"tartarate","1.05627908092842e-06","0.00434465654455882","0.202639535717232","0.0234123604100937","1.77996369842182e-05","2.66425783052019e-06","0.00832725837707108","0.283778998935278","0.0302001645213851","4.3209494432172e-05","-0.203310924661699","0.0950888377794974","Inf","Inf","-0.142653071934217","OK_sd","OK_sd","NS","OK_sd","C: Status"
"xanthosine","4.51604430430372e-14","1.25134775669268e-06","0.00515872109288961","5.52709642035374e-09","1.19493756136958e-08","2.22672639858952e-13","4.37649202534011e-06","0.0117063286338649","1.74831464858276e-08","4.3011413017998e-08","0.312047990457496","0.160926227210038","Inf","Inf","0.188776446941216","OK_sd","OK_sd","C: Status","OK_sd","C: Status"
"ribitol","9.80739426480482e-36","0.000464745878623896","0.012903236575583","1.96494771948684e-12","3.44287452137921e-40","1.95715206137355e-34","0.0010599330374666","0.0262514123434274","9.45543991256608e-12","1.22946861197673e-38","0.519794326610732","0.116570249478641","Inf","Inf","0.422517047614372","OK_sd","C: Status","C: Status, AGE, GLYCATHB","OK_sd","OK_sd"
"X2.isopropylmalate","2.94980441539253e-09","0.00572361935839405","1.79917707459785e-05","0.00218890628978001","3.16743333429462e-06","9.33073331395727e-09","0.0106835646070712","7.28800982157994e-05","0.00334245166962176","8.29769697806525e-06","0.247184440159582","0.0921415818933892","Inf","Inf","0.154772327362892","OK_sd","C: Status","OK_sd","C: Status, GLYCATHB","C: Status"
"glycodeoxycholate","1.62345857024213e-13","4.83571370193213e-05","0.00998177497688973","0.00124034536642803","4.07464737329606e-11","7.64942111048115e-13","0.000131504278427293","0.0208997105825163","0.00195941287297917","1.90010188507311e-10","0.299772439070996","0.135163920127205","Inf","Inf","0.217939797891434","OK_sd","OK_sd","C: Status, GLYCATHB","OK_sd","C: Status"
"theophylline","0.74696965895141","8.74219348303189e-07","0.302358605675593","6.81941865299473e-17","0.0582254873240935","0.782731912893486","3.19761632249981e-06","0.395279988344681","5.21821432343439e-16","0.081455655978139","-0.0134452029808745","0.16324191618397","Inf","Inf","-0.063228298965144","NS","OK_sd","NS","OK_sd","C: CENTER_C"
"quinate","0.275430812310026","1.79786689009435e-13","0.569508189104087","1.31549710079891e-08","0.0570844753716694","0.32360139593481","1.82067564914779e-12","0.653826237406299","3.95815868244817e-08","0.080024414338177","-0.0454369111933342","0.242372299644794","Inf","Inf","-0.0635170521597315","NS","OK_sd","NS","OK_sd","C: CENTER_C"
"theobromine","0.000744722179891239","0.252843959901425","0.0175321372494183","0.00172789915804875","8.78287951454282e-05","0.00132797371631066","0.326978949114753","0.034035923100802","0.00267972475139674","0.000196672731043475","-0.140491369476726","-0.0381973297957603","Inf","Inf","-0.130499463171797","C: GLYCATHB","NS","C: GLYCATHB","OK_sd","OK_sd"
"gentisate","8.20490892208025e-07","4.92692361393117e-05","0.936028266138901","0.0193758176703985","1.94472674779336e-06","2.07338201252568e-06","0.000133449807267557","0.950741285292282","0.0253447427488822","5.21540355090036e-06","-0.205094353825398","0.135020163010958","Inf","Inf","-0.15803385082911","OK_sd","OK_sd","NS","C: AGE, GLYCATHB","C: Status"
"paraxanthine","0.630813215136638","9.36351719190361e-06","0.0674547358360156","2.03676841737479e-14","0.0282147373504601","0.675330744205745","2.81402356875485e-05","0.111222450218072","1.22839766327893e-13","0.0429230925836035","-0.0200230456106218","0.147274885535977","Inf","Inf","-0.0732279978604467","NS","OK_sd","NS","OK_sd","C: CENTER_C"
"indolelactate","2.94851837699368e-05","0.000178359963558284","1.09743315270626e-25","0.00973700461008786","0.000336591000106978","6.30100698831563e-05","0.00044247618016196","3.38458360959635e-24","0.0133600760929113","0.000694154995661352","0.174017521612498","0.124752111674973","Inf","Inf","0.119383745425281","OK_sd","OK_sd","OK_sd","C: Status","C: Status, GENDER"
"X3.indoxyl.sulfate","1.89182332771881e-07","1.02986767708136e-07","0.00375861245551812","0.517759846169623","0.00132410526669637","5.10378579664897e-07","4.46495347539746e-07","0.00883957903316827","0.538803766297682","0.00247835978883721","0.217016693591815","0.176427541624916","Inf","Inf","0.106983940069148","OK_sd","OK_sd","OK_sd","NS","C: Status, AGE, GENDER"
"glycylvaline","0.309760906549576","0.276815799094403","0.200835510607765","1.48207714272466e-05","0.563317259694414","0.360555740975164","0.353709076620626","0.282126074425193","3.07990609904649e-05","0.621986591867632","-0.0423159101568608","-0.0363289745719219","Inf","Inf","0.0193105822602149","NS","NS","NS","OK_nc","NS"
"gamma.glutamylphenylalanine","8.55088352646881e-19","8.34212064124619e-12","3.50054265817124e-15","0.215384165554302","5.40564239074756e-13","5.80177447270909e-18","6.79682964189325e-11","4.70320434370136e-14","0.237623018420478","3.14826468851693e-12","0.368764512075784","0.225379107562192","Inf","Inf","0.237631487537753","OK_sd","OK_sd","OK_sd","NS","C: Status"
"X4.methyl.2.oxopentanoate","5.47413085260191e-19","0.306487385003005","4.66958337595143e-25","1.4668699458798e-11","5.48296841382133e-19","3.75171493281858e-18","0.386886866464258","1.34821800875874e-23","6.44188516685723e-11","5.16693620663579e-18","0.370831668606435","-0.0341629063843007","Inf","Inf","0.29101715138271","OK_sd","NS","OK_sd","OK_sd","OK_sd"
"X1.5.anhydroglucitol..1.5.AG.","1.11781217183763e-20","0.343073881465802","0.494805627253034","2.12432192064145e-08","3.88158324528425e-64","8.61858589308903e-20","0.426328990063272","0.588992312440673","6.17281551672474e-08","3.51153897590049e-62","-0.388411184648612","-0.0316749931029968","Inf","Inf","-0.522795881899479","C: GLYCATHB","NS","NS","C: GLYCATHB","OK_sd"
"X2.arachidonoylglycerol..20.4.","0.152768438735954","0.573319344032571","0.35839971555215","0.000694994791087424","0.00201153558978243","0.189148514018877","0.644035057824668","0.453683222018907","0.00115172503471787","0.0036443975905671","-0.0595537952878095","0.018817762521509","Inf","Inf","-0.102934867006049","NS","NS","NS","OK_sd","OK_sd"
"X1.stearoyl.2.arachidonoyl.GPI..18.0.20.4.","0.0123069383451624","0.0636819250561605","0.00506046393144067","5.7431132119629e-09","0.731074887027795","0.0182718986153013","0.0959116229758156","0.0115218952264513","1.81241968107759e-08","0.773844478702588","0.10427849288655","0.0619090016755532","Inf","Inf","0.0114849042905446","C: CENTER_C","C: Status","OK_sd","OK_sd","NS"
"sphingosine.1.phosphate","0.00557033767305842","0.025964004325035","0.0423156049194886","1.72625930454754e-21","0.0256630941964203","0.00882227586517887","0.0429149255408921","0.0746713600464839","1.98519820022968e-20","0.0392171383159261","0.115477038349517","-0.0743083514636876","Inf","Inf","0.0744588557097136","C: CENTER_C","C: CENTER_C","C: CENTER_C","OK_sd","C: CENTER_C"
"X1.stearoyl.2.oleoyl.GPS..18.0.18.1.","0.818467524957578","0.190358742432758","0.0134919442344705","6.55695787932048e-10","0.150633998960838","0.842686214998053","0.2539988333149","0.0273670677521323","2.32926488016699e-09","0.194676511037959","0.00946143913468944","-0.0437392107494894","Inf","Inf","0.0480023882924186","NS","NS","OK_sd","OK_sd","NS"
"X1.stearoyl.GPI..18.0.","8.05126111976978e-11","0.586122230307119","3.9820980607211e-06","0.258136118307123","1.18108951044807e-11","2.90573439881053e-10","0.657328815311372","1.85058461246525e-05","0.281132193051979","5.78605944288096e-11","-0.270751182679892","-0.0181928349245923","Inf","Inf","-0.223770707647933","OK_sd","NS","OK_sd","NS","OK_sd"
"X1.2.dipalmitoyl.GPC..16.0.16.0.","1.39056948907141e-11","0.0602221421502946","0.401692325300585","0.747399521492995","1.61076870817656e-06","5.3760763437889e-11","0.0915133783851621","0.497350807876728","0.759147567863768","4.37162627399117e-06","-0.281550193687356","0.0627341110569324","Inf","Inf","-0.159276141588728","OK_sd","OK_sd","NS","NS","C: Status"
"docosahexaenoate..DHA..22.6n3.","0.00370921151361977","9.67294725297439e-07","0.000720313514069672","6.41463354808325e-08","0.0695872094746251","0.00604249702758947","3.49100782507613e-06","0.00203174104427684","1.76207646249979e-07","0.0964554067998634","-0.120885229384891","0.162591955411799","Inf","Inf","-0.0605823517762523","C: CENTER_C","OK_sd","OK_sd","OK_sd","C: Status, AGE, GENDER, CENTER_C"
"X1.myristoyl.2.palmitoyl.GPC..14.0.16.0.","0.0446643586498909","0.833831435693878","0.00367606478228179","5.57914318549064e-12","0.131940706700526","0.0605489857021997","0.872404979365145","0.00866045123186874","2.53207267649191e-11","0.173323851880555","0.0836416697066027","0.00701046774457815","Inf","Inf","0.0503105549117926","C: CENTER_C","NS","OK_sd","OK_sd","NS"
"alpha.hydroxyisocaproate","1.4614033237115e-08","0.0569103112092522","2.70071682427669e-34","1.07409852839209e-12","8.65281961317975e-10","4.32996574296181e-08","0.0871639868069472","1.74517749073498e-32","5.31953176287616e-12","3.48423626560383e-09","0.236026427177608","-0.0635615481238685","Inf","Inf","0.202795405714507","OK_sd","C: CENTER_C","OK_sd","OK_sd","OK_sd"
"maleate","1.34324950955951e-17","1.84693187496588e-10","0.0176108017745418","2.85768601563076e-18","1.27118655007909e-10","8.56372596027269e-17","1.21664395841199e-09","0.0341397971543618","2.58525328214063e-17","5.69306979688888e-10","0.355736214613696","0.210592089572221","Inf","Inf","0.212433200220335","OK_sd","OK_sd","C: Status, AGE, GLYCATHB","OK_sd","C: Status"
"isovalerate..i5.0.","0.0227732705657538","0.974261962182398","3.51825305784126e-11","0.0905654690768474","0.00170116883110648","0.0327365764382712","0.9771422636227","3.2258577023585e-10","0.105672692637388","0.0031407974201517","0.0948633765872809","-0.00107814645139317","Inf","Inf","0.104574153026201","C: GENDER, GLYCATHB","NS","OK_sd","NS","OK_sd"
"X4.acetylphenol.sulfate","9.90377359107108e-12","0.959959688260035","0.162307310799146","0.0295656519150968","1.5216901054584e-08","3.90680836136147e-11","0.969173687880197","0.235059787357995","0.0373214787430571","5.40558500813364e-08","-0.282540344294474","-0.00167767047014868","Inf","Inf","-0.187431624626481","OK_sd","NS","NS","OK_sd","C: Status"
