"","Status","GLYCATHB","Status","GLYCATHB","Status","GLYCATHB","Status","GLYCATHB"
"docosadienoate..22.2n6.","6.97860462522838e-06","0.000104346995158541","1.60780415559167e-05","0.000230242068992097","0.187219529707413","0.129123218267421","OK_sd","C: Status"
"adrenate..22.4n6.","2.86473570046651e-28","9.95524034162519e-21","3.50220391489464e-27","1.00884485714615e-19","0.459296703551224","0.304556673189898","OK_sd","C: Status"
"X10.undecenoate..11.1n1.","2.74576176983972e-09","3.06424048949865e-10","8.72599232241803e-09","1.291358492003e-09","-0.24769399134921","-0.208069747053375","OK_sd","OK_sd"
"X1.methylhistamine","0.00014488655697622","0.0187265953811906","0.00028127476082508","0.0295545347754712","0.154231880533407","0.0784398783251238","OK_sd","C: Status"
"X4.imidazoleacetate","0.300383824317135","0.596233498142774","0.351094616363783","0.649918911272255","0.0430918176501583","0.0177037517561797","NS","NS"
"X1.methyl.4.imidazoleacetate","0.00891432232201555","0.0459970575145631","0.0135613625459362","0.0657723994175575","0.108945518555191","0.0666068565330785","OK_sd","C: Status"
"sebacate..C10.DC.","0.335081051187121","0.0208305867776516","0.385670047888823","0.0324536237167316","0.0401445272465127","-0.0771129902479629","NS","OK_nc"
"guanidinosuccinate","0.000188843377287097","0.0114536941649094","0.000358908211454608","0.0188167832709226","-0.154810915976167","-0.0843456693929363","OK_sd","C: Status"
"stearidonate..18.4n3.","0.49896135723323","0.972448490196627","0.549140763800076","0.976044823370432","0.0281700742902473","0.00115414055492758","NS","NS"
"X5.dodecenoate..12.1n7.","2.00528386972897e-06","2.1995221526691e-08","4.98382822568171e-06","7.61416214584687e-08","-0.197989588942739","-0.18536288389977","C: GLYCATHB","OK_sd"
"octanoylcarnitine..C8.","0.0852953776964462","0.0192046741197549","0.110973947779557","0.0302328802558091","-0.07168458781362","-0.0781273644464201","NS","OK_nc"
"tauro.beta.muricholate","6.28813098399687e-11","1.43906795021055e-07","2.31246442961619e-10","4.43821638280843e-07","-0.213009768327919","-0.174430391221844","OK_sd","C: Status"
"decanoylcarnitine..C10.","0.000642816866436988","0.000112156026769437","0.00115594552211173","0.000245476981171171","-0.142170572260728","-0.128542802142863","C: GLYCATHB","OK_sd"
"N.acetylglutamine","0.00631329516879906","0.0010043039195243","0.00990096736050161","0.00191949354759785","0.113768883793377","0.109587862936205","AD","AD"
"N.acetyltryptophan","7.20868586821233e-16","1.03974593029948e-09","4.04222591866286e-15","4.16205081833743e-09","0.33603742885102","0.201847254652513","OK_sd","C: Status"
"N.acetylphenylalanine","6.1346228189075e-19","1.62651012107211e-15","4.18325787198868e-18","1.22620790794158e-14","0.370304746353524","0.261582035586516","OK_sd","C: Status"
"N.acetylasparagine","0.010620677681906","0.271031316261639","0.0158473931995419","0.32956048043642","-0.106432504733615","-0.0367693170110055","OK_nc","NS"
"gamma.glutamyl.epsilon.lysine","0.0232905768456095","0.232405297817481","0.0333741423225894","0.287749990089709","0.0933926265626719","0.0398901965676739","OK_nc","NS"
"X1.palmitoyl.GPC..16.0.","8.17157034726445e-34","1.96385026248851e-28","1.42164371297921e-32","3.70131223082904e-27","-0.504913115731814","-0.357317299906325","OK_sd","C: Status"
"N.acetylarginine","0.0357933100546422","0.0130619629530928","0.0497659034263826","0.0210761994379868","0.0874517229199599","0.082800995265647","AD","AD"
"piperine","0.00673838957321724","0.13500465660253","0.0104862323977704","0.176835250009299","0.1128713788571","0.0499156964196889","OK_nc","NS"
"campesterol","0.000119796698225826","0.017569404451567","0.00023662899489439","0.0278445804312482","-0.156171649266652","-0.0792261955012829","OK_sd","C: Status"
"myristoylcarnitine..C14.","0.42622387177131","0.261992233082583","0.478796187080851","0.320291405669428","0.0331497790979786","-0.037470486202325","NS","NS"
"X1.stearoyl.GPC..18.0.","7.31517558060095e-43","6.58511788022743e-38","2.06806109643239e-41","2.07814068917875e-36","-0.571675902281979","-0.410951753717959","OK_sd","OK_sd"
"X1.oleoyl.GPC..18.1.","2.07848123746607e-52","5.82051647133471e-45","1.28204501783703e-50","2.925348463556e-43","-0.634617054909931","-0.445343111922095","OK_sd","OK_sd"
"N.acetylthreonine","0.102139044286564","0.917332732657405","0.130880720582499","0.930120943767519","0.0680945680685115","0.00346847538544453","NS","NS"
"N.acetylisoleucine","8.03490577466737e-27","6.01810707043378e-22","8.79303801308357e-26","6.86266495342743e-21","0.446627408063648","0.313626394919025","OK_sd","C: Status"
"X10.nonadecenoate..19.1n9.","6.88800730874718e-06","0.00541122886410404","1.58963025815815e-05","0.00930676497920048","0.187335336795965","0.0927481172776349","OK_sd","C: Status"
"X10.heptadecenoate..17.1n7.","2.18948930806128e-06","0.00182089440473751","5.40206725643483e-06","0.00333012629006576","0.197248423576007","0.103911599613631","OK_sd","C: Status"
"hyocholate","0.245631674673324","0.127016154993226","0.291875816577671","0.167340701287192","-0.0475214387872682","0.0509603290481698","NS","NS"
"epiandrosterone.sulfate","0.160620731455532","0.0442946955630996","0.198147575077415","0.0638766226133116","-0.058447837592139","-0.0671354373219507","NS","OK_nc"
"bradykinin..des.arg.9.","0.000118273154117188","0.158182384326344","0.000233960160549597","0.202694518914872","0.0987718658259072","0.0471322000285067","OK_nc","NS"
"N.acetylhistidine","0.985471502101961","0.485620596349938","0.987654969241035","0.546877302279557","-0.000764326784442493","-0.0232982005869387","NS","NS"
"gamma.glutamylglycine","5.7814810618007e-09","5.44354370311274e-07","1.76302692154237e-08","1.55513448528926e-06","-0.242563737326362","-0.166251996020546","OK_sd","C: Status"
"gamma.glutamyltryptophan","2.1380144672304e-05","0.0311046820645415","4.64205701125064e-05","0.0469511163087684","0.177040086623702","0.0719446449870898","OK_sd","OK_sd"
"stachydrine","0.847659012593558","0.881464449464779","0.868904447521061","0.903434484836636","0.0080080601733632","0.00498287567522453","NS","NS"
"alpha.hydroxyisovalerate","1.37800016827938e-12","8.93552470444688e-13","5.9107398467919e-12","5.03133071532549e-12","0.295186478364341","0.23543259894093","OK_sd","OK_sd"
"nicotinamide.riboside","0.0525204607382493","0.0400019930801381","0.0701478988403585","0.0583684995803736","0.0790904511265135","0.0685486548668403","AD","AD"
"gamma.glutamylmethionine","0.00149031048882801","0.000213587859981199","0.00255347390573184","0.00045500584928491","0.132326969733817","0.123250294456343","AD","AD"
"gamma.glutamylthreonine","0.504714964511011","0.6360523790374","0.554573446835176","0.687199903147891","0.0277937012524537","0.0158127739826589","NS","NS"
"p.cresol.sulfate","0.0584341270259308","0.0500164309329609","0.077664162952192","0.0707003091416957","-0.0788356755316992","-0.0654212075066159","AD","AD"
"erythronate.","5.85520966587193e-28","4.87322394395594e-25","7.09421385409662e-27","7.03506903398746e-24","0.456609979096821","0.335329037026014","OK_sd","OK_sd"
"Fibrinopeptide.A.","8.14335232137921e-44","3.24902468900379e-47","2.45567313335813e-42","1.76357060119126e-45","0.577975807899201","0.455545044159972","OK_sd","OK_sd"
"Fibrinopeptide.A..des.ala.1..","1.5469342798964e-10","3.16681199256853e-05","5.42426309514061e-10","7.44777101198526e-05","0.266622659973017","0.138382757288365","OK_sd","C: Status"
"Fibrinopeptide.A..phosphono.ser.3..","0.0012061683918349","0.74463434202658","0.00209573688568497","0.786357044459198","0.134851564264249","0.0108843381552751","OK_nc","NS"
"HWESASXX.","0.655420957317677","0.72711290422761","0.699768874177882","0.770853289872552","0.0184943920417369","0.011661078553223","NS","NS"
"HXGXA.","0.462336638484426","0.225619225011186","0.514676635293984","0.280371143168663","0.0142384815374549","0.040475457826805","NS","NS"
"N.acetylproline","2.36844135370395e-15","6.6373366493167e-11","1.25545895194385e-14","3.05968149627039e-10","0.329882282094487","0.215596437805514","OK_sd","C: Status"
"eicosenoate..20.1.","0.0424087415489634","0.842901471224191","0.0580127643971203","0.866528254887293","0.0845449649973075","0.00662262209098105","OK_nc","NS"
"linolenate..alpha.or.gamma...18.3n3.or.6..","0.251694624186402","0.842512272071527","0.298818552074319","0.866528254887293","0.0477530529643719","-0.00663924606797299","NS","NS"
"aconitate..cis.or.trans.","6.44891440372618e-13","6.9795942691498e-12","2.8320960666202e-12","3.52877009533336e-11","0.299535034539464","0.226199272405335","OK_sd","C: Status"
"heme","0.710627283130109","0.156682627144848","0.746956795668131","0.201343110829128","-0.0154602463216774","0.047302548798202","NS","NS"
"stearoylcarnitine..C18.","0.000155440509549241","2.97665139711436e-08","0.000299620414003296","1.00982898647105e-07","-0.157555543974847","-0.183646270738069","C: GLYCATHB","OK_sd"
"laurylcarnitine..C12.","0.000774587301460262","0.000238413831814236","0.00137400649422428","0.000501671815210973","-0.140039721831373","-0.122325772099849","C: GLYCATHB","OK_sd"
"isovalerylcarnitine..C5.","7.62193660831677e-16","6.65148151363129e-11","4.2389213022483e-15","3.05968149627039e-10","0.335753701484068","0.215586154749803","OK_sd","C: Status"
"X1.linoleoyl.GPC..18.2.","2.16209915349862e-58","8.44879900892463e-46","2.44497379274802e-56","4.40962317504259e-44","-0.671084707094921","-0.449178669163722","OK_sd","C: Status"
"X7.methylxanthine","0.000123012902758108","9.99466698514293e-07","0.00024192537542428","2.78496162193818e-06","-0.159964331416726","-0.162381213019587","C: GLYCATHB","OK_sd"
"X1.3.7.trimethylurate","0.0352874473368801","0.804849653356227","0.0492138397082696","0.836279463709342","0.0876601756793533","-0.00825638187368541","OK_nc","NS"
"X3.7.dimethylurate","0.104063232666875","0.00236868061627972","0.13284459711096","0.00424610250500869","-0.0676834529041523","-0.101313822607195","NS","OK_nc"
"X1.7.dimethylurate","0.86478798589615","0.155157809153186","0.883007747826242","0.199761999071037","0.00709897452823088","-0.0474770143018269","NS","NS"
"X1.methylurate","0.0247893610144706","0.00366874875533604","0.0352242543420279","0.00640732568982112","-0.0935084336512237","-0.0968587416181885","C: GLYCATHB","OK_sd"
"X5.acetylamino.6.formylamino.3.methyluracil","0.533094945551271","0.143960008495681","0.58050767901802","0.186584270800992","0.0256975929496644","-0.0487998620433944","NS","NS"
"X5.acetylamino.6.amino.3.methyluracil","0.413090356101287","0.0210183491498652","0.465584396369972","0.032671133787362","-0.0340993972241041","-0.0770003328449223","NS","OK_nc"
"indolebutyrate","0.000323030491628904","2.82724541946548e-05","0.000604623968469549","6.6955881923467e-05","-0.149605387345759","-0.139233276298692","C: GLYCATHB","OK_sd"
"X1.methylxanthine","0.0102963325313357","2.11969517851218e-05","0.0154047665325497","5.09102010131156e-05","-0.106878362024539","-0.14137129734052","C: GLYCATHB","OK_sd"
"X2.myristoylglycerol..14.0.","0.909432259541686","0.193033403481738","0.920943179753497","0.242992883603634","-0.00468439673192395","-0.0434769003003955","NS","NS"
"N1.methylinosine","1.21441887315468e-11","1.98236435127174e-07","4.73553566342212e-11","5.97792983261279e-07","0.282366633661646","0.172496765792536","OK_sd","C: Status"
"N2.N2.dimethylguanosine","6.03799821037609e-24","3.39978561474309e-13","5.89465005142471e-23","2.03238285427594e-12","0.420362360380079","0.239640982408805","OK_sd","OK_sd"
"N4.acetylcytidine","1.89453450441752e-19","3.19036577363635e-09","1.36749112898648e-18","1.21610290865857e-08","0.375701356680042","0.195956831095858","OK_sd","OK_sd"
"N6.carbamoylthreonyladenosine","5.80657786413632e-07","0.0443675125908498","1.48951345210453e-06","0.0639137097513621","0.208180612735306","0.0671124804904293","OK_sd","OK_sd"
"orotidine","6.55469732837681e-24","1.71462783216426e-10","6.30831508837399e-23","7.48151115191931e-10","0.420026519823278","0.210959756001582","OK_sd","OK_sd"
"phenylacetylglutamine","0.454968842269007","0.769299990368589","0.507724275459739","0.806289465351138","0.0311289454027481","0.00980065219376852","NS","NS"
"X4.hydroxyhippurate","6.75903253070398e-08","3.90613422638303e-05","1.88724426834677e-07","9.10760162405803e-05","0.224839462423495","0.13679618175634","OK_sd","C: Status"
"X5.6.dihydrouridine","0.000646762696269463","0.548047299555676","0.00115785881113148","0.607598190765566","0.142101088007597","0.020071181303995","OK_nc","NS"
"X3..3.amino.3.carboxypropyl.uridine.","0.000106540078198428","0.471072819919536","0.000211986636532649","0.532704847192341","0.16142350073248","0.0240812795352381","OK_nc","NS"
"X1.margaroylglycerol..17.0.","0.80792639263116","0.845866991377607","0.833730885779835","0.868918627781539","-0.0101041684761524","-0.00649600837022297","NS","NS"
"X1.pentadecanoylglycerol..15.0.","0.14372722071579","0.0870986931294998","0.178769787819731","0.11866759696459","-0.0608971575150115","-0.057126572703249","NS","NS"
"X1.arachidonylglycerol..20.4.","0.531443022881888","0.891016192454236","0.579251551847969","0.910527519937623","0.0260739659874581","-0.00457871932316182","NS","NS"
"X1.linolenoylglycerol..18.3.","0.263022051165066","0.0423609226762274","0.310636138756306","0.0614142864013255","-0.0466297242054186","-0.0677570543606541","NS","OK_nc"
"cysteine.glutathione.disulfide","3.72893335161111e-09","3.06291407239722e-12","1.15003694503097e-08","1.62358374853243e-11","-0.242667963706058","-0.229946748675607","OK_sd","OK_sd"
"X1.palmitoyl.GPA..16.0.","0.000162780026412873","0.000420845680139525","0.000312436344897127","0.000853643629221728","-0.157074944557356","-0.117442081475464","OK_sd","C: Status"
"X5.methyluridine..ribothymidine.","0.000120731919098549","0.000992137587664172","0.000238129671826644","0.00189891495974652","-0.160155413112837","-0.109701401263467","OK_sd","C: Status"
"isovalerylglycine","5.42810147080068e-06","0.000389445052173443","1.26998856825457e-05","0.000794702159096785","-0.189304057301347","-0.118119342510174","OK_sd","C: Status"
"X3.hydroxydodecanedioate.","1.86119077536636e-11","4.0450975658743e-09","7.11446727372435e-11","1.52055329553779e-08","0.279743603105946","0.194686150253611","OK_sd","C: Status"
"X7.methylguanine","0.00798954475844198","0.348480083004314","0.0122230126687776","0.408718645321396","0.110497333541786","0.0313221166831641","OK_nc","NS"
"X1.stearoyl.GPE..18.0.","5.13681876803061e-16","2.21368297480367e-12","2.92885002866283e-15","1.19205071301928e-11","-0.337757164116016","-0.231406300017736","OK_sd","C: Status"
"X1.stearoyl.GPG..18.0.","1.8302013990398e-08","6.89688634255722e-07","5.37572142531819e-08","1.94575358978174e-06","0.234376176165743","0.16475517170326","OK_sd","C: Status"
"X3.methylcytidine","0.0842935531894615","0.0815293739412956","0.110092735012608","0.111752889331655","0.0719104116362962","0.0581591034191279","NS","NS"
"N2.methylguanosine","0.344951080366728","0.134772223625403","0.394686860082335","0.176701359864418","0.0392470223102356","-0.0499454066454809","NS","NS"
"N1.Methyl.2.pyridone.5.carboxamide","4.88798249043675e-05","0.168582733475103","0.000101112686578089","0.214602973101046","0.169165204602174","0.0459832237364588","OK_nc","NS"
"X1.docosahexaenoylglycerol..22.6.","0.000444033811282729","0.000432844601692314","0.000817576501914061","0.000874062685262603","-0.146304885322031","-0.117195669396053","AD","AD"
"gamma.glutamylisoleucine.","1.97895998904335e-44","1.01613100643319e-41","6.39392548840912e-43","3.93968507351384e-40","0.582474913289442","0.430027245070325","OK_sd","OK_sd"
"oleoylcarnitine..C18.1.","0.693212771566914","0.000254635770760407","0.733866838963646","0.000533241884138692","-0.0164388162199409","-0.121769233548397","NS","OK_nc"
"gamma.glutamyl.2.aminobutyrate","0.537473046598693","0.837241136956777","0.583480739387541","0.862617060050501","0.0256918025952369","-0.00686455699962819","NS","NS"
"X2.methylbutyrylcarnitine..C5.","1.63136066995913e-21","8.01793340773984e-15","1.35813277861015e-20","5.60842043005307e-14","0.39681877927748","0.25524820819235","OK_sd","C: Status"
"phenol.sulfate","4.54067592471592e-11","2.14143400439564e-08","1.70684133790568e-10","7.43203566231428e-08","0.27431804100729","0.185513960602854","OK_sd","C: Status"
"X1.palmitoleoyl.GPC..16.1..","3.84307893879938e-10","9.48585927888296e-12","1.31693386867443e-09","4.69792373775335e-11","-0.260780192355574","-0.224786197196725","OK_sd","OK_sd"
"hexanoylglycine","1.89728732039095e-09","7.1815270181394e-11","6.14467516413013e-09","3.29234194716729e-10","-0.247804008083335","-0.215215454000768","OK_sd","OK_sd"
"glutamine_degradant.","3.70589437260648e-06","9.72777168173221e-13","8.90070559933981e-06","5.43233998852289e-12","-0.192755108540194","-0.235058735962579","C: GLYCATHB","OK_sd"
"X2.hydroxy.3.methylvalerate","2.74722116689682e-19","5.64778043243995e-19","1.97247572670845e-18","5.28554348056622e-18","0.374004782832757","0.290914378671046","OK_sd","OK_sd"
"testosterone.sulfate","0.0490811408393012","0.662345795557667","0.0660090268770383","0.71277021774128","0.0738443900151128","0.0145916403122691","OK_nc","NS"
"homostachydrine.","0.00168704527279517","8.11073226275697e-09","0.00285807794654562","2.95867303240893e-08","-0.130821477582643","-0.190912060034125","C: GLYCATHB","OK_sd"
"X1.arachidonoyl.GPC..20.4n6..","7.95962454661181e-10","5.95204330586325e-09","2.64088276522059e-09","2.21285555234423e-08","-0.256008940307236","-0.192600206143541","OK_sd","C: Status"
"X2.palmitoleoyl.GPC..16.1..","0.0846766383947116","0.0144518234879097","0.11037415130936","0.0231263260295913","-0.0709086803203224","-0.0815960018607362","NS","OK_nc"
"X2.palmitoyl.GPC..16.0..","9.82661722770531e-14","1.48263764476074e-10","4.71191504522831e-13","6.53227040240363e-10","-0.310056108534403","-0.211676899168735","OK_sd","C: Status"
"X1.palmitoyl.GPE..16.0.","2.64305608531007e-13","2.10235430407288e-09","1.19157046769627e-12","8.17448364076474e-09","-0.304566852537044","-0.198169214961684","OK_sd","C: Status"
"X1.oleoyl.GPE..18.1.","0.506403371957825","0.924561483522753","0.555529002220508","0.934199503455232","-0.0276836845183294","-0.00316422794332113","NS","NS"
"X1.linoleoyl.GPE..18.2..","6.69263675738198e-06","0.00025545057876216","1.54717343777979e-05","0.000534123937411789","-0.187590112390779","-0.121742163322365","OK_sd","C: Status"
"X1.arachidonoyl.GPE..20.4n6..","3.83895226033961e-07","0.000585816808931146","9.94171415511612e-07","0.0011605159265979","0.211481114759034","0.114512695503257","OK_sd","C: Status"
"N.acetylcitrulline","1.33923137161879e-16","6.24769450724489e-12","8.00588974135107e-16","3.21140963876186e-11","0.344497136669736","0.226707171265803","OK_sd","C: Status"
"X2.hydroxypalmitate","0.00147184679420057","0.000497457243802675","0.00252822291105085","0.000991262084934259","-0.132477518948935","-0.115969173315781","AD","AD"
"docosapentaenoate..n6.DPA..22.5n6.","0.00186418300654736","0.121457391115861","0.00312694232371417","0.160814765384734","0.127109860394555","0.0517177460378523","OK_nc","NS"
"gulonate.","8.98035608563899e-06","0.00175171043281879","2.0344479479486e-05","0.00321857906997367","0.184955501126224","0.104289398296039","OK_sd","C: Status"
"isobutyrylglycine","1.70652850887235e-08","8.45433949759423e-06","5.02333879943554e-08","2.14039901086481e-05","-0.234798872038958","-0.147997041318274","OK_sd","C: Status"
"glutarylcarnitine..C5.DC.","0.000179924400996382","2.33012367579336e-08","0.000343883679087451","7.98479249507976e-08","-0.156032680760389","-0.185036866331814","C: GLYCATHB","OK_sd"
"beta.hydroxyisovaleroylcarnitine","6.02814694186003e-07","7.78941610346661e-06","1.54343309435926e-06","1.97574535558957e-05","0.207879514305071","0.148573747580888","OK_sd","C: Status"
"tiglylcarnitine..C5.1.DC.","0.020415700706183","0.0340067793241262","0.0296617835741867","0.0507322158807793","0.0965889022067041","0.0707548987281063","AD","AD"
"catechol.sulfate","7.55364262275197e-11","1.0509072267723e-07","2.74806783889395e-10","3.32419838398604e-07","-0.271150717135396","-0.176307463257038","OK_sd","C: Status"
"cholesterol.sulfate","0.756150903290838","0.561921891838182","0.79174133932536","0.621037106600969","-0.0129414421456737","0.019379666558494","NS","NS"
"X7.alpha.hydroxy.3.oxo.4.cholestenoate..7.Hoca.","2.448892196281e-07","4.68455638096863e-05","6.53848024930433e-07","0.000107927725109922","0.215013230959867","0.13540791012541","OK_sd","C: Status"
"X3beta.7alpha.dihydroxy.5.cholestenoate","7.68579284574071e-10","8.61036425993738e-06","2.56256041564377e-09","2.17584065190596e-05","-0.256228973775485","-0.147867999885491","OK_sd","C: Status"
"N.acetyl.aspartyl.glutamate..NAAG.","2.92336746253957e-06","5.75411078006503e-08","7.1220999042481e-06","1.86356284690889e-07","-0.194735409754431","-0.179849303955872","C: GLYCATHB","OK_sd"
"tetradecanedioate..C14.DC.","0.5878293884966","0.701814103252897","0.634593858544062","0.747536686117881","-0.0225823822676186","-0.0127939271957002","NS","NS"
"hexadecanedioate..C16.DC.","0.259247202172897","0.712361295997902","0.307247557509713","0.756988471941389","-0.0470003068887847","-0.0123199262665309","NS","NS"
"octadecanedioate..C18.DC.","0.0273433171148872","0.115588265005759","0.038558025082654","0.154079838519465","-0.0919218765380628","-0.0525474241006488","OK_nc","NS"
"undecanedioate..C11.DC.","4.37485164846687e-06","0.481506672408253","1.03969766847102e-05","0.543145930555278","0.189292476592492","0.0235183338482209","OK_nc","NS"
"X1.myristoylglycerol..14.0.","0.000317530056281009","0.008057299519787","0.00059514956681399","0.0136501316458813","0.149987550737981","0.0883703259894878","OK_sd","C: Status"
"glycerophosphoethanolamine","1.0354963653263e-27","3.07957446626766e-18","1.22188571108503e-26","2.66177232530269e-17","-0.454455967249755","-0.284956856690233","OK_sd","C: Status"
"glycerophosphoinositol.","0.0249209479037453","0.0987061014725406","0.0353741906960067","0.133410537548045","-0.0934157879803823","-0.055134772268758","OK_nc","NS"
"X3..3.hydroxyphenyl.propionate","0.0353304449496777","0.171444567515331","0.0492232174504236","0.217633562318339","-0.0876543853249258","-0.0456764319782159","OK_nc","NS"
"ectoine","0.458933623550597","0.542949544130243","0.511307821968932","0.603425496629598","0.0308046855548028","0.0203274113655214","NS","NS"
"X1.arachidonoyl.GPI..20.4..","0.694855206399349","0.103099187774141","0.734426037960403","0.138933066345094","-0.0163461705490993","-0.0544296573073292","NS","NS"
"X1.palmitoyl.GPI..16.0.","1.19854110110391e-05","2.12900005612238e-06","2.67944031993081e-05","5.69832953877331e-06","-0.182367212697089","-0.157433523492652","OK_sd","C: Status"
"glycolithocholate.sulfate.","0.371275772962736","0.252242932041663","0.423735259806924","0.309487937414591","-0.0372493500327155","-0.0382457169518892","NS","NS"
"taurolithocholate.3.sulfate","2.86033157400675e-12","1.72686172797115e-10","1.19429844490066e-11","7.51074155402837e-10","-0.290936358214486","-0.210924617562863","OK_sd","C: Status"
"deoxycarnitine","0.00071231532272073","0.00844669800337825","0.00127185775385793","0.0142210535863329","-0.141000920666354","-0.0878392037224128","OK_sd","C: Status"
"X1.ribosyl.imidazoleacetate.","0.00950612489619083","0.0234873137332445","0.0143490672793448","0.0361773947060304","0.108030642555631","0.0755949301386271","OK_sd","C: Status"
"N2.acetyllysine","0.806541849827703","0.137422118224595","0.832935532889036","0.179482015814028","0.0102026045014215","0.0496090043141562","NS","NS"
"X3.4.dihydroxybutyrate","5.26358130377988e-26","6.90063972724562e-21","5.58021861658538e-25","7.14821993120023e-20","0.439331561484879","0.305759445525117","OK_sd","C: Status"
"indoleacetylglutamine","2.2961898580249e-15","4.14852133159627e-10","1.22674395170858e-14","1.71632422163907e-09","0.329870701385632","0.206544989949095","OK_sd","C: Status"
"hexanoylglutamine","1.45549834199684e-05","0.000984589390181732","3.21679356692136e-05","0.00188712966451499","0.180595364242245","0.109772490973504","OK_sd","C: Status"
"N6.acetyllysine","0.220605236610155","0.295791087076523","0.264220040670768","0.354270525298183","0.0510303935703904","-0.0349268523847199","NS","NS"
"dihomo.linolenate..20.3n3.or.n6.","0.000145751676980047","0.0387011156624154","0.000282550036659892","0.0567755826528624","0.15822143473402","0.069002258670274","OK_sd","C: Status"
"mannitol.sorbitol","1.65042668637493e-12","1.71426616832984e-09","7.0207806063034e-12","6.6846528460448e-09","0.294144214567374","0.199242490265409","OK_sd","C: Status"
"tryptophan.betaine","0.336228800954588","0.362593975440051","0.386335717946974","0.423442362024225","-0.0400634622845265","-0.0304168941915602","NS","NS"
"X4.vinylphenol.sulfate","0.30983067657008","0.116790508812017","0.360555740975164","0.155245100085715","-0.0423101198024332","-0.0523748271137921","NS","NS"
"X4.ethylphenylsulfate","9.04357726303533e-10","1.25164708601146e-07","2.98592076543527e-09","3.90456343843116e-07","-0.255163548560807","-0.175266101464308","OK_sd","C: Status"
"thymol.sulfate","0.0902510871094108","0.283569003705308","0.116638785911877","0.342351546288348","-0.070572839763522","-0.0358227371091226","NS","NS"
"X3.methyladipate","6.07055125225946e-08","1.89800508115146e-07","1.70553582801575e-07","5.74909128375566e-07","-0.225615369916793","-0.172760564546694","OK_sd","OK_sd"
"pyrraline","2.48193483143318e-05","1.4779552627329e-07","5.34600883532512e-05","4.53752328400123e-07","0.175627240143369","0.174270238514447","C: GLYCATHB","OK_sd"
"N6.carboxymethyllysine","2.71282330845297e-08","0.000179443718260517","7.84925635302916e-08","0.000384077485298929","0.228742161307694","0.124701907906555","OK_sd","C: Status"
"X1.oleoyl.GPI..18.1.","3.80769856673627e-13","3.92689602991057e-10","1.69411375575775e-12","1.62960180813108e-09","-0.302517067069675","-0.20682218490025","OK_sd","C: Status"
"X1.linoleoyl.GPI..18.2..","2.70300505294428e-05","0.00675705703302802","5.80376243171739e-05","0.0115337438915962","-0.174839751941216","-0.0903276789316888","OK_sd","C: Status"
"methylphosphate","0.0436084838362084","0.0124301918704555","0.059295303172079","0.0201767588136461","0.0840585752253895","0.0833865799431431","AD","AD"
"o.cresol.sulfate","0.0066163429343828","0.749997420010991","0.0103081255590786","0.790789820477789","0.113074041262066","-0.0106477764113801","OK_nc","NS"
"X2.ethylphenylsulfate","0.00143801042285561","0.43573395269529","0.00247637074088206","0.497301071326752","0.107955367948072","0.0260413526962096","OK_nc","NS"
"dimethylarginine..SDMA...ADMA.","0.000189941782558449","7.07168332829839e-07","0.000360490907596944","1.99092827313297e-06","-0.155465226026485","-0.164596072550973","C: GLYCATHB","OK_sd"
"gamma.glutamylalanine","4.87830409182614e-21","2.40555633713689e-14","3.87126236994624e-20","1.62404972611679e-13","0.392035946520286","0.250782613862636","OK_sd","C: Status"
"N.acetylserine","0.00928181051867596","0.370702494262873","0.0140417133487662","0.430687743762602","0.108372273466859","0.0299067925954265","OK_nc","NS"
"X1.stearoyl.2.oleoyl.GPE..18.0.18.1.","3.47808096717582e-31","3.4443055062561e-26","5.3030964859074e-30","5.31127564998809e-25","0.48381306419766","0.342980681454802","OK_sd","OK_sd"
"chiro.inositol","0.518194149400111","0.894180840994329","0.56663131404992","0.912889527256654","-0.0240473419378","0.00444496594414658","NS","NS"
"X4.allylphenol.sulfate","0.342411824397629","0.106847113710781","0.39246982142893","0.143555973569831","-0.0395539110948981","-0.0538467123782687","NS","NS"
"X1.stearoyl.2.arachidonoyl.GPC..18.0.20.4.","1.74152683068767e-14","3.43234774391411e-08","8.81810413896705e-14","1.14159212953222e-07","0.319436482707107","0.18283243278774","OK_sd","C: Status"
"X1.palmitoyl.2.linoleoyl.GPE..16.0.18.2.","2.87115864539289e-08","1.74644461742017e-08","8.27210675541008e-08","6.15565024893291e-08","0.231156739104001","0.186660800247112","OK_sd","OK_sd"
"sphinganine.1.phosphate","0.00207123836497594","0.00978992660983241","0.0034529121145852","0.0163103537035744","0.128296883052212","0.0861609068469591","AD","AD"
"glycosyl.N.stearoyl.sphingosine..d18.1.18.0.","7.57871902405552e-16","1.41302949390872e-14","4.23223115870096e-15","9.73340620931034e-14","-0.335782653256206","-0.252955978933218","OK_sd","OK_sd"
"cyclo.leu.pro.","1.50695170414357e-16","1.49035423033856e-10","8.89101505444704e-16","6.54501841608226e-10","0.343906520518121","0.211651334584101","OK_sd","C: Status"
"succinylcarnitine..C4.DC.","3.14692170503738e-29","1.34547223501849e-24","4.14599296479196e-28","1.86306716624499e-23","0.467501635775126","0.332338269844095","OK_sd","C: Status"
"bilirubin..E.E..","1.31634327301038e-10","2.46627147402649e-10","4.65176516009138e-10","1.04913178377867e-09","-0.267653343061129","-0.209155234224575","OK_sd","C: Status"
